"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Sul","CS PANTANO DO SUL","2015 Q1","PORCENT_ESP_ODO",66.99
"Norte","CS PONTA DAS CANAS","2015 Q1","PORCENT_ESP_ODO",32.91
"Centro","CS PRAINHA","2015 Q1","PORCENT_ESP_ODO",55.56
"Norte","CS RATONES","2015 Q1","PORCENT_ESP_ODO",40.73
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","PORCENT_ESP_ODO",58.9
"Sul","CS RIO TAVARES","2015 Q1","PORCENT_ESP_ODO",52.72
"Norte","CS RIO VERMELHO","2015 Q1","PORCENT_ESP_ODO",60.23
"Centro","CS SACO DOS LIMÕES","2015 Q1","PORCENT_ESP_ODO",78.07
"Norte","CS SACO GRANDE","2015 Q1","PORCENT_ESP_ODO",80.94
"Norte","CS SANTINHO","2015 Q1","PORCENT_ESP_ODO",47.16
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","PORCENT_ESP_ODO",48.44
"Continente","CS SAPE","2015 Q1","PORCENT_ESP_ODO",78.15
"Sul","CS TAPERA","2015 Q1","PORCENT_ESP_ODO",70.91
"Centro","CS TRINDADE","2015 Q1","PORCENT_ESP_ODO",61.08
"Norte","CS VARGEM GRANDE","2015 Q1","PORCENT_ESP_ODO",38.54
"Norte","CS VARGEM PEQUENA","2015 Q1","PORCENT_ESP_ODO",28.46
"Continente","CS VILA APARECIDA","2015 Q1","PORCENT_ESP_ODO",76.52
"Continente","CS ABRAÃO","2015 Q2","PORCENT_ESP_ODO",50
"Centro","CS AGRONÔMICA","2015 Q2","PORCENT_ESP_ODO",74.03
"Sul","CS ALTO RIBEIRÃO","2015 Q2","PORCENT_ESP_ODO",47.62
"Sul","CS ARMAÇÃO","2015 Q2","PORCENT_ESP_ODO",60.83
"Continente","CS BALNEÁRIO","2015 Q2","PORCENT_ESP_ODO",49.53
"Norte","CS BARRA DA LAGOA","2015 Q2","PORCENT_ESP_ODO",60.54
