DISTRITO,UNIDADE,AREA,ANO,MES,CONSULTA_MED,CONSULTA_ODO,ENCS_MED,ENCS_ODO
Centro,CS PRAINHA,2,2017,9,314,72,20,3
Centro,CS PRAINHA,2,2017,10,324,63,8,4
Centro,CS PRAINHA,2,2017,11,70,88,5,14
Centro,CS PRAINHA,2,2017,12,264,49,10,5
Centro,CS SACO DOS LIMÕES,0,2013,1,132,40,14,4
Centro,CS SACO DOS LIMÕES,0,2013,2,109,39,14,0
Centro,CS SACO DOS LIMÕES,0,2013,3,99,39,9,2
Centro,CS SACO DOS LIMÕES,0,2013,4,132,45,24,0
Centro,CS SACO DOS LIMÕES,0,2013,5,110,35,13,0
Centro,CS SACO DOS LIMÕES,0,2013,6,111,29,17,2
Centro,CS SACO DOS LIMÕES,0,2013,7,114,47,20,1
Centro,CS SACO DOS LIMÕES,0,2013,8,121,22,24,0
Centro,CS SACO DOS LIMÕES,0,2013,9,123,40,21,2
Centro,CS SACO DOS LIMÕES,0,2013,10,177,32,33,2
Centro,CS SACO DOS LIMÕES,0,2013,11,160,22,32,0
Centro,CS SACO DOS LIMÕES,0,2013,12,86,21,8,1
Centro,CS SACO DOS LIMÕES,0,2014,1,178,6,32,0
Centro,CS SACO DOS LIMÕES,0,2014,2,166,23,23,0
Centro,CS SACO DOS LIMÕES,0,2014,3,175,29,26,3
Centro,CS SACO DOS LIMÕES,0,2014,4,154,39,24,1
Centro,CS SACO DOS LIMÕES,0,2014,5,168,49,31,0
Centro,CS SACO DOS LIMÕES,0,2014,6,192,24,34,2
Centro,CS SACO DOS LIMÕES,0,2014,7,203,34,32,0
Centro,CS SACO DOS LIMÕES,0,2014,8,150,49,18,1
Centro,CS SACO DOS LIMÕES,0,2014,9,202,14,20,0
Centro,CS SACO DOS LIMÕES,0,2014,10,153,23,20,0
Centro,CS SACO DOS LIMÕES,0,2014,11,163,9,22,0
Centro,CS SACO DOS LIMÕES,0,2014,12,166,21,16,1
Centro,CS SACO DOS LIMÕES,0,2015,1,181,17,13,2
Centro,CS SACO DOS LIMÕES,0,2015,2,173,32,21,1
Centro,CS SACO DOS LIMÕES,0,2015,3,200,41,23,2
Centro,CS SACO DOS LIMÕES,0,2015,4,182,28,15,2
Centro,CS SACO DOS LIMÕES,0,2015,5,175,4,11,0
Centro,CS SACO DOS LIMÕES,0,2015,6,186,18,18,1
Centro,CS SACO DOS LIMÕES,0,2015,7,229,26,22,0
Centro,CS SACO DOS LIMÕES,0,2015,8,242,6,17,1
Centro,CS SACO DOS LIMÕES,0,2015,9,258,3,11,0
Centro,CS SACO DOS LIMÕES,0,2015,10,178,5,16,0
Centro,CS SACO DOS LIMÕES,0,2015,11,258,38,25,1
Centro,CS SACO DOS LIMÕES,0,2015,12,68,33,3,1
Centro,CS SACO DOS LIMÕES,0,2016,1,292,56,25,1
Centro,CS SACO DOS LIMÕES,0,2016,2,272,37,22,0
Centro,CS SACO DOS LIMÕES,0,2016,3,215,7,20,1
Centro,CS SACO DOS LIMÕES,0,2016,4,307,9,13,0
Centro,CS SACO DOS LIMÕES,0,2016,5,325,25,24,1
Centro,CS SACO DOS LIMÕES,0,2016,6,308,34,14,1
Centro,CS SACO DOS LIMÕES,0,2016,7,302,31,19,0
Centro,CS SACO DOS LIMÕES,0,2016,8,215,19,11,2
Centro,CS SACO DOS LIMÕES,0,2016,9,301,32,21,2
Centro,CS SACO DOS LIMÕES,0,2016,10,317,8,16,0
Centro,CS SACO DOS LIMÕES,0,2016,11,250,25,13,2
Centro,CS SACO DOS LIMÕES,0,2016,12,243,38,6,0
Centro,CS SACO DOS LIMÕES,0,2017,1,210,21,4,2
Centro,CS SACO DOS LIMÕES,0,2017,2,60,3,1,1
Centro,CS SACO DOS LIMÕES,0,2017,3,312,38,11,1
Centro,CS SACO DOS LIMÕES,0,2017,4,211,25,11,0
Centro,CS SACO DOS LIMÕES,0,2017,5,374,29,8,1
Centro,CS SACO DOS LIMÕES,0,2017,6,261,26,11,2
Centro,CS SACO DOS LIMÕES,0,2017,7,417,51,15,2
Centro,CS SACO DOS LIMÕES,0,2017,8,343,43,11,2
Centro,CS SACO DOS LIMÕES,0,2017,9,313,26,16,0
Centro,CS SACO DOS LIMÕES,0,2017,10,254,31,12,0
Centro,CS SACO DOS LIMÕES,0,2017,11,359,9,6,1
Centro,CS SACO DOS LIMÕES,0,2017,12,386,7,6,0
Centro,CS SACO DOS LIMÕES,1,2013,1,270,33,39,0
Centro,CS SACO DOS LIMÕES,1,2013,2,218,36,18,2
Centro,CS SACO DOS LIMÕES,1,2013,3,271,43,27,0
Centro,CS SACO DOS LIMÕES,1,2013,4,210,48,29,1
Centro,CS SACO DOS LIMÕES,1,2013,5,255,43,25,3
Centro,CS SACO DOS LIMÕES,1,2013,6,117,29,14,0
Centro,CS SACO DOS LIMÕES,1,2013,7,158,37,21,3
Centro,CS SACO DOS LIMÕES,1,2013,8,233,39,33,3
Centro,CS SACO DOS LIMÕES,1,2013,9,166,37,18,2
Centro,CS SACO DOS LIMÕES,1,2013,10,196,31,22,1
Centro,CS SACO DOS LIMÕES,1,2013,11,238,12,25,0
Centro,CS SACO DOS LIMÕES,1,2013,12,184,21,20,0
Centro,CS SACO DOS LIMÕES,1,2014,1,265,15,31,0
Centro,CS SACO DOS LIMÕES,1,2014,2,280,39,35,1
Centro,CS SACO DOS LIMÕES,1,2014,3,256,46,34,1
Centro,CS SACO DOS LIMÕES,1,2014,4,272,41,33,2
Centro,CS SACO DOS LIMÕES,1,2014,5,237,24,38,0
Centro,CS SACO DOS LIMÕES,1,2014,6,212,33,29,1
Centro,CS SACO DOS LIMÕES,1,2014,7,194,65,22,4
Centro,CS SACO DOS LIMÕES,1,2014,8,311,35,34,1
Centro,CS SACO DOS LIMÕES,1,2014,9,159,15,12,1
Centro,CS SACO DOS LIMÕES,1,2014,10,289,24,24,0
Centro,CS SACO DOS LIMÕES,1,2014,11,228,8,42,0
Centro,CS SACO DOS LIMÕES,1,2014,12,264,30,41,3
Centro,CS SACO DOS LIMÕES,1,2015,1,125,9,8,0
Centro,CS SACO DOS LIMÕES,1,2015,2,257,32,41,2
Centro,CS SACO DOS LIMÕES,1,2015,3,295,42,25,0
Centro,CS SACO DOS LIMÕES,1,2015,4,248,37,30,0
Centro,CS SACO DOS LIMÕES,1,2015,5,157,1,12,0
Centro,CS SACO DOS LIMÕES,1,2015,6,274,27,29,0
Centro,CS SACO DOS LIMÕES,1,2015,7,319,30,46,0
Centro,CS SACO DOS LIMÕES,1,2015,8,179,8,15,2
Centro,CS SACO DOS LIMÕES,1,2015,9,169,3,5,1
Centro,CS SACO DOS LIMÕES,1,2015,10,87,6,5,0
Centro,CS SACO DOS LIMÕES,1,2015,11,278,41,16,1
Centro,CS SACO DOS LIMÕES,1,2015,12,241,32,13,0
Centro,CS SACO DOS LIMÕES,1,2016,1,357,37,29,0
Centro,CS SACO DOS LIMÕES,1,2016,2,319,53,38,1
Centro,CS SACO DOS LIMÕES,1,2016,3,254,3,21,0
Centro,CS SACO DOS LIMÕES,1,2016,4,118,9,1,0
Centro,CS SACO DOS LIMÕES,1,2016,5,334,44,38,1
Centro,CS SACO DOS LIMÕES,1,2016,6,394,48,18,1
Centro,CS SACO DOS LIMÕES,1,2016,7,323,34,31,0
Centro,CS SACO DOS LIMÕES,1,2016,8,240,18,9,0
Centro,CS SACO DOS LIMÕES,1,2016,9,328,24,28,0
Centro,CS SACO DOS LIMÕES,1,2016,10,292,4,30,0
Centro,CS SACO DOS LIMÕES,1,2016,11,299,37,26,2
Centro,CS SACO DOS LIMÕES,1,2016,12,234,24,19,1
Centro,CS SACO DOS LIMÕES,1,2017,1,183,26,10,0
Centro,CS SACO DOS LIMÕES,1,2017,2,51,3,1,0
Centro,CS SACO DOS LIMÕES,1,2017,3,388,60,31,1
Centro,CS SACO DOS LIMÕES,1,2017,4,90,32,2,0
Centro,CS SACO DOS LIMÕES,1,2017,5,376,59,28,4
Centro,CS SACO DOS LIMÕES,1,2017,6,288,54,28,2
Centro,CS SACO DOS LIMÕES,1,2017,7,327,38,27,1
Centro,CS SACO DOS LIMÕES,1,2017,8,369,59,36,1
Centro,CS SACO DOS LIMÕES,1,2017,9,325,34,29,0
Centro,CS SACO DOS LIMÕES,1,2017,10,130,33,4,0
Centro,CS SACO DOS LIMÕES,1,2017,11,338,6,27,0
Centro,CS SACO DOS LIMÕES,1,2017,12,313,9,11,0
Centro,CS SACO DOS LIMÕES,2,2013,1,335,70,47,4
Centro,CS SACO DOS LIMÕES,2,2013,2,244,67,33,5
Centro,CS SACO DOS LIMÕES,2,2013,3,276,58,52,3
Centro,CS SACO DOS LIMÕES,2,2013,4,247,51,38,3
Centro,CS SACO DOS LIMÕES,2,2013,5,164,62,19,3
Centro,CS SACO DOS LIMÕES,2,2013,6,167,65,29,1
Centro,CS SACO DOS LIMÕES,2,2013,7,159,47,23,0
Centro,CS SACO DOS LIMÕES,2,2013,8,196,70,22,6
Centro,CS SACO DOS LIMÕES,2,2013,9,157,61,26,1
Centro,CS SACO DOS LIMÕES,2,2013,10,288,61,34,0
Centro,CS SACO DOS LIMÕES,2,2013,11,294,18,43,2
Centro,CS SACO DOS LIMÕES,2,2013,12,241,28,37,1
Centro,CS SACO DOS LIMÕES,2,2014,1,322,15,48,0
Centro,CS SACO DOS LIMÕES,2,2014,2,334,57,44,2
Centro,CS SACO DOS LIMÕES,2,2014,3,283,52,33,2
Centro,CS SACO DOS LIMÕES,2,2014,4,352,72,38,1
Centro,CS SACO DOS LIMÕES,2,2014,5,321,55,37,0
Centro,CS SACO DOS LIMÕES,2,2014,6,291,44,37,5
Centro,CS SACO DOS LIMÕES,2,2014,7,429,74,57,3
Centro,CS SACO DOS LIMÕES,2,2014,8,303,52,38,0
Centro,CS SACO DOS LIMÕES,2,2014,9,358,52,34,1
Centro,CS SACO DOS LIMÕES,2,2014,10,179,42,18,1
Centro,CS SACO DOS LIMÕES,2,2014,11,322,21,34,0
Centro,CS SACO DOS LIMÕES,2,2014,12,300,57,30,0
Centro,CS SACO DOS LIMÕES,2,2015,1,337,13,45,2
Centro,CS SACO DOS LIMÕES,2,2015,2,315,65,27,1
Centro,CS SACO DOS LIMÕES,2,2015,3,358,87,55,3
Centro,CS SACO DOS LIMÕES,2,2015,4,345,78,38,2
Centro,CS SACO DOS LIMÕES,2,2015,5,78,5,4,0
Centro,CS SACO DOS LIMÕES,2,2015,6,232,31,20,2
Centro,CS SACO DOS LIMÕES,2,2015,7,459,64,37,4
Centro,CS SACO DOS LIMÕES,2,2015,8,394,15,49,0
Centro,CS SACO DOS LIMÕES,2,2015,9,320,13,41,1
Centro,CS SACO DOS LIMÕES,2,2015,10,150,11,13,2
Centro,CS SACO DOS LIMÕES,2,2015,11,319,63,24,1
Centro,CS SACO DOS LIMÕES,2,2015,12,207,57,20,1
Centro,CS SACO DOS LIMÕES,2,2016,1,353,67,34,3
Centro,CS SACO DOS LIMÕES,2,2016,2,221,71,29,3
Centro,CS SACO DOS LIMÕES,2,2016,3,241,17,10,0
Centro,CS SACO DOS LIMÕES,2,2016,4,389,9,29,2
Centro,CS SACO DOS LIMÕES,2,2016,5,384,47,22,3
Centro,CS SACO DOS LIMÕES,2,2016,6,322,55,27,1
Centro,CS SACO DOS LIMÕES,2,2016,7,404,58,23,0
Centro,CS SACO DOS LIMÕES,2,2016,8,330,25,32,2
Centro,CS SACO DOS LIMÕES,2,2016,9,370,69,23,4
Centro,CS SACO DOS LIMÕES,2,2016,10,351,9,16,0
Centro,CS SACO DOS LIMÕES,2,2016,11,325,86,13,3
Centro,CS SACO DOS LIMÕES,2,2016,12,249,68,9,2
Centro,CS SACO DOS LIMÕES,2,2017,1,201,35,4,1
Centro,CS SACO DOS LIMÕES,2,2017,2,52,3,2,0
Centro,CS SACO DOS LIMÕES,2,2017,3,478,63,22,2
Centro,CS SACO DOS LIMÕES,2,2017,4,311,60,11,0
Centro,CS SACO DOS LIMÕES,2,2017,5,437,84,29,4
Centro,CS SACO DOS LIMÕES,2,2017,6,329,67,18,4
Centro,CS SACO DOS LIMÕES,2,2017,7,250,65,12,4
Centro,CS SACO DOS LIMÕES,2,2017,8,461,91,32,6
Centro,CS SACO DOS LIMÕES,2,2017,9,121,94,9,2
Centro,CS SACO DOS LIMÕES,2,2017,10,420,81,13,1
Centro,CS SACO DOS LIMÕES,2,2017,11,350,33,27,2
Centro,CS SACO DOS LIMÕES,2,2017,12,346,27,20,3
Centro,CS SACO DOS LIMÕES,3,2013,1,42,18,4,0
Centro,CS SACO DOS LIMÕES,3,2013,2,31,10,3,0
Centro,CS SACO DOS LIMÕES,3,2013,3,42,13,9,1
Centro,CS SACO DOS LIMÕES,3,2013,4,24,11,2,0
Centro,CS SACO DOS LIMÕES,3,2013,5,36,9,1,0
Centro,CS SACO DOS LIMÕES,3,2013,6,30,8,5,0
Centro,CS SACO DOS LIMÕES,3,2013,7,41,8,7,0
Centro,CS SACO DOS LIMÕES,3,2013,8,30,10,4,0
Centro,CS SACO DOS LIMÕES,3,2013,9,41,7,9,0
Centro,CS SACO DOS LIMÕES,3,2013,10,61,15,3,1
Centro,CS SACO DOS LIMÕES,3,2013,11,60,3,8,0
Centro,CS SACO DOS LIMÕES,3,2013,12,18,2,0,0
Centro,CS SACO DOS LIMÕES,3,2014,1,39,3,6,0
Centro,CS SACO DOS LIMÕES,3,2014,2,44,7,9,0
Centro,CS SACO DOS LIMÕES,3,2014,3,53,9,6,0
Centro,CS SACO DOS LIMÕES,3,2014,4,46,9,7,0
Centro,CS SACO DOS LIMÕES,3,2014,5,49,9,9,0
Centro,CS SACO DOS LIMÕES,3,2014,6,51,13,10,1
Centro,CS SACO DOS LIMÕES,3,2014,7,81,8,16,0
Centro,CS SACO DOS LIMÕES,3,2014,8,52,18,5,0
Centro,CS SACO DOS LIMÕES,3,2014,9,53,9,9,0
Centro,CS SACO DOS LIMÕES,3,2014,10,52,16,10,0
Centro,CS SACO DOS LIMÕES,3,2014,11,41,3,3,1
Centro,CS SACO DOS LIMÕES,3,2014,12,40,15,6,2
Centro,CS SACO DOS LIMÕES,3,2015,1,59,5,10,0
Centro,CS SACO DOS LIMÕES,3,2015,2,68,12,5,0
Centro,CS SACO DOS LIMÕES,3,2015,3,66,10,5,0
Centro,CS SACO DOS LIMÕES,3,2015,4,71,6,6,0
Centro,CS SACO DOS LIMÕES,3,2015,5,50,1,3,0
Centro,CS SACO DOS LIMÕES,3,2015,6,52,5,5,0
Centro,CS SACO DOS LIMÕES,3,2015,7,61,6,10,0
Centro,CS SACO DOS LIMÕES,3,2015,8,69,1,9,0
Centro,CS SACO DOS LIMÕES,3,2015,9,74,1,10,0
Centro,CS SACO DOS LIMÕES,3,2015,10,52,0,6,0
Centro,CS SACO DOS LIMÕES,3,2015,11,76,6,3,0
Centro,CS SACO DOS LIMÕES,3,2015,12,25,13,2,0
Centro,CS SACO DOS LIMÕES,3,2016,1,73,17,3,1
Centro,CS SACO DOS LIMÕES,3,2016,2,73,3,5,1
Centro,CS SACO DOS LIMÕES,3,2016,3,44,2,6,1
Centro,CS SACO DOS LIMÕES,3,2016,4,94,2,7,0
Centro,CS SACO DOS LIMÕES,3,2016,5,71,6,6,0
Centro,CS SACO DOS LIMÕES,3,2016,6,92,11,7,0
Centro,CS SACO DOS LIMÕES,3,2016,7,99,6,6,1
Centro,CS SACO DOS LIMÕES,3,2016,8,64,6,6,0
Centro,CS SACO DOS LIMÕES,3,2016,9,109,8,9,0
Centro,CS SACO DOS LIMÕES,3,2016,10,100,2,4,0
Centro,CS SACO DOS LIMÕES,3,2016,11,95,9,4,0
Centro,CS SACO DOS LIMÕES,3,2016,12,88,11,5,0
Centro,CS SACO DOS LIMÕES,3,2017,1,53,6,1,0
Centro,CS SACO DOS LIMÕES,3,2017,2,22,5,0,0
Centro,CS SACO DOS LIMÕES,3,2017,3,96,13,8,1
Centro,CS SACO DOS LIMÕES,3,2017,4,65,9,3,0
Centro,CS SACO DOS LIMÕES,3,2017,5,104,13,3,0
Centro,CS SACO DOS LIMÕES,3,2017,6,72,6,2,0
Centro,CS SACO DOS LIMÕES,3,2017,7,117,11,10,0
Centro,CS SACO DOS LIMÕES,3,2017,8,105,12,5,0
Centro,CS SACO DOS LIMÕES,3,2017,9,95,8,5,0
Centro,CS SACO DOS LIMÕES,3,2017,10,71,13,7,1
Centro,CS SACO DOS LIMÕES,3,2017,11,105,2,8,0
Centro,CS SACO DOS LIMÕES,3,2017,12,108,2,2,0
Centro,CS SACO DOS LIMÕES,4,2013,1,32,9,1,0
Centro,CS SACO DOS LIMÕES,4,2013,2,13,0,3,0
Centro,CS SACO DOS LIMÕES,4,2013,3,24,0,4,0
Centro,CS SACO DOS LIMÕES,4,2013,4,22,4,2,0
Centro,CS SACO DOS LIMÕES,4,2013,5,19,2,3,0
Centro,CS SACO DOS LIMÕES,4,2013,6,29,11,3,0
Centro,CS SACO DOS LIMÕES,4,2013,7,20,2,6,0
Centro,CS SACO DOS LIMÕES,4,2013,8,24,11,7,1
Centro,CS SACO DOS LIMÕES,4,2013,9,26,4,3,0
Centro,CS SACO DOS LIMÕES,4,2013,10,28,8,3,0
Centro,CS SACO DOS LIMÕES,4,2013,11,28,1,1,0
Centro,CS SACO DOS LIMÕES,4,2013,12,16,5,5,0
Centro,CS SACO DOS LIMÕES,4,2014,1,36,1,8,0
Centro,CS SACO DOS LIMÕES,4,2014,2,28,5,4,0
Centro,CS SACO DOS LIMÕES,4,2014,3,21,2,5,0
Centro,CS SACO DOS LIMÕES,4,2014,4,30,3,3,0
Centro,CS SACO DOS LIMÕES,4,2014,5,32,3,12,0
Centro,CS SACO DOS LIMÕES,4,2014,6,29,5,3,1
Centro,CS SACO DOS LIMÕES,4,2014,7,44,8,8,0
Centro,CS SACO DOS LIMÕES,4,2014,8,33,6,1,0
Centro,CS SACO DOS LIMÕES,4,2014,9,43,3,5,0
Centro,CS SACO DOS LIMÕES,4,2014,10,40,3,2,0
Centro,CS SACO DOS LIMÕES,4,2014,11,26,1,4,0
Centro,CS SACO DOS LIMÕES,4,2014,12,24,7,5,0
Centro,CS SACO DOS LIMÕES,4,2015,1,43,0,1,0
Centro,CS SACO DOS LIMÕES,4,2015,2,41,3,4,0
Centro,CS SACO DOS LIMÕES,4,2015,3,50,9,6,1
Centro,CS SACO DOS LIMÕES,4,2015,4,34,2,4,0
Centro,CS SACO DOS LIMÕES,4,2015,5,32,0,2,0
Centro,CS SACO DOS LIMÕES,4,2015,6,34,6,1,0
Centro,CS SACO DOS LIMÕES,4,2015,7,38,5,1,0
Centro,CS SACO DOS LIMÕES,4,2015,8,52,0,4,0
Centro,CS SACO DOS LIMÕES,4,2015,9,41,1,2,0
Centro,CS SACO DOS LIMÕES,4,2015,10,42,1,3,0
Centro,CS SACO DOS LIMÕES,4,2015,11,46,10,6,0
Centro,CS SACO DOS LIMÕES,4,2015,12,12,2,0,0
Centro,CS SACO DOS LIMÕES,4,2016,1,32,2,3,0
Centro,CS SACO DOS LIMÕES,4,2016,2,34,1,2,0
Centro,CS SACO DOS LIMÕES,4,2016,3,33,0,1,0
Centro,CS SACO DOS LIMÕES,4,2016,4,48,3,2,0
Centro,CS SACO DOS LIMÕES,4,2016,5,42,2,2,0
Centro,CS SACO DOS LIMÕES,4,2016,6,72,11,5,0
Centro,CS SACO DOS LIMÕES,4,2016,7,63,4,5,0
Centro,CS SACO DOS LIMÕES,4,2016,8,33,3,1,1
Centro,CS SACO DOS LIMÕES,4,2016,9,52,5,1,1
Centro,CS SACO DOS LIMÕES,4,2016,10,60,2,3,0
Centro,CS SACO DOS LIMÕES,4,2016,11,60,2,4,0
Centro,CS SACO DOS LIMÕES,4,2016,12,65,8,2,0
Centro,CS SACO DOS LIMÕES,4,2017,1,51,1,1,0
Centro,CS SACO DOS LIMÕES,4,2017,2,14,1,0,0
Centro,CS SACO DOS LIMÕES,4,2017,3,68,7,3,0
Centro,CS SACO DOS LIMÕES,4,2017,4,38,7,2,0
Centro,CS SACO DOS LIMÕES,4,2017,5,89,10,6,0
Centro,CS SACO DOS LIMÕES,4,2017,6,59,4,1,0
Centro,CS SACO DOS LIMÕES,4,2017,7,83,2,4,0
Centro,CS SACO DOS LIMÕES,4,2017,8,90,6,4,0
Centro,CS SACO DOS LIMÕES,4,2017,9,57,15,2,0
Centro,CS SACO DOS LIMÕES,4,2017,10,41,7,2,0
Centro,CS SACO DOS LIMÕES,4,2017,11,79,3,1,0
Centro,CS SACO DOS LIMÕES,4,2017,12,86,2,1,0
Centro,CS SACO DOS LIMÕES,312,2013,1,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2013,2,5,0,1,0
Centro,CS SACO DOS LIMÕES,312,2013,3,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2013,4,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2013,6,3,2,0,0
Centro,CS SACO DOS LIMÕES,312,2013,7,2,2,0,0
Centro,CS SACO DOS LIMÕES,312,2013,8,4,2,0,1
Centro,CS SACO DOS LIMÕES,312,2013,10,5,0,1,0
Centro,CS SACO DOS LIMÕES,312,2013,11,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2013,12,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,2,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,3,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,4,2,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,5,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,6,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,7,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,8,2,0,1,0
Centro,CS SACO DOS LIMÕES,312,2014,11,2,0,0,0
Centro,CS SACO DOS LIMÕES,312,2014,12,4,0,1,0
Centro,CS SACO DOS LIMÕES,312,2015,1,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2015,2,1,0,1,0
Centro,CS SACO DOS LIMÕES,312,2015,3,3,0,1,0
Centro,CS SACO DOS LIMÕES,312,2015,4,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2015,6,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2015,7,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2015,8,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,1,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,2,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,4,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,5,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,6,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,8,4,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,9,2,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,10,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2016,11,2,0,1,0
Centro,CS SACO DOS LIMÕES,312,2016,12,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2017,3,1,1,0,0
Centro,CS SACO DOS LIMÕES,312,2017,4,1,0,0,0
Centro,CS SACO DOS LIMÕES,312,2017,5,2,0,0,0
Centro,CS SACO DOS LIMÕES,312,2017,6,2,1,0,0
Centro,CS SACO DOS LIMÕES,312,2017,8,7,1,0,0
Centro,CS SACO DOS LIMÕES,312,2017,10,3,0,0,0
Centro,CS SACO DOS LIMÕES,312,2017,11,1,0,0,0
Centro,CS TRINDADE,0,2013,1,149,46,13,2
Centro,CS TRINDADE,0,2013,2,151,29,12,2
Centro,CS TRINDADE,0,2013,3,223,42,20,1
Centro,CS TRINDADE,0,2013,4,200,42,20,3
Centro,CS TRINDADE,0,2013,5,218,24,25,0
Centro,CS TRINDADE,0,2013,6,249,53,16,3
Centro,CS TRINDADE,0,2013,7,247,58,20,0
Centro,CS TRINDADE,0,2013,8,237,64,23,5
Centro,CS TRINDADE,0,2013,9,225,39,21,4
Centro,CS TRINDADE,0,2013,10,132,51,14,4
Centro,CS TRINDADE,0,2013,11,214,36,39,0
Centro,CS TRINDADE,0,2013,12,170,33,21,1
Centro,CS TRINDADE,0,2014,1,248,35,18,2
Centro,CS TRINDADE,0,2014,2,121,55,12,2
Centro,CS TRINDADE,0,2014,3,184,25,22,0
Centro,CS TRINDADE,0,2014,4,188,43,24,2
Centro,CS TRINDADE,0,2014,5,131,30,18,2
Centro,CS TRINDADE,0,2014,6,169,49,23,6
Centro,CS TRINDADE,0,2014,7,225,59,30,4
Centro,CS TRINDADE,0,2014,8,178,65,26,1
Centro,CS TRINDADE,0,2014,9,252,85,24,1
Centro,CS TRINDADE,0,2014,10,215,44,22,0
Centro,CS TRINDADE,0,2014,11,235,47,31,1
Centro,CS TRINDADE,0,2014,12,206,39,25,3
Centro,CS TRINDADE,0,2015,1,225,23,28,2
Centro,CS TRINDADE,0,2015,2,227,38,19,2
Centro,CS TRINDADE,0,2015,3,208,53,30,3
Centro,CS TRINDADE,0,2015,4,210,35,18,3
Centro,CS TRINDADE,0,2015,5,88,10,10,0
Centro,CS TRINDADE,0,2015,6,273,51,24,2
Centro,CS TRINDADE,0,2015,7,208,59,20,9
Centro,CS TRINDADE,0,2015,8,235,41,24,5
Centro,CS TRINDADE,0,2015,9,234,48,37,3
Centro,CS TRINDADE,0,2015,10,225,44,21,3
Centro,CS TRINDADE,0,2015,11,212,46,29,3
Centro,CS TRINDADE,0,2015,12,170,37,20,2
Centro,CS TRINDADE,0,2016,1,218,28,17,1
Centro,CS TRINDADE,0,2016,2,237,46,30,4
Centro,CS TRINDADE,0,2016,3,211,43,18,1
Centro,CS TRINDADE,0,2016,4,227,58,23,5
Centro,CS TRINDADE,0,2016,5,253,32,37,5
Centro,CS TRINDADE,0,2016,6,253,36,32,3
Centro,CS TRINDADE,0,2016,7,242,30,28,1
Centro,CS TRINDADE,0,2016,8,221,55,22,1
Centro,CS TRINDADE,0,2016,9,229,52,19,1
Centro,CS TRINDADE,0,2016,10,208,55,27,4
Centro,CS TRINDADE,0,2016,11,227,66,22,3
Centro,CS TRINDADE,0,2016,12,195,39,12,5
Centro,CS TRINDADE,0,2017,1,159,7,14,1
Centro,CS TRINDADE,0,2017,2,17,1,2,0
Centro,CS TRINDADE,0,2017,3,293,5,23,0
Centro,CS TRINDADE,0,2017,4,195,51,13,5
Centro,CS TRINDADE,0,2017,5,306,81,28,8
Centro,CS TRINDADE,0,2017,6,253,75,26,5
Centro,CS TRINDADE,0,2017,7,182,76,11,10
Centro,CS TRINDADE,0,2017,8,286,76,30,9
Centro,CS TRINDADE,0,2017,9,229,40,24,2
Centro,CS TRINDADE,0,2017,10,259,69,33,4
Centro,CS TRINDADE,0,2017,11,262,99,27,10
Centro,CS TRINDADE,0,2017,12,215,82,22,6
Centro,CS TRINDADE,1,2013,1,225,47,15,2
Centro,CS TRINDADE,1,2013,2,169,48,10,3
Centro,CS TRINDADE,1,2013,3,215,42,25,1
Centro,CS TRINDADE,1,2013,4,259,45,22,3
Centro,CS TRINDADE,1,2013,5,220,34,14,5
Centro,CS TRINDADE,1,2013,6,271,75,21,6
Centro,CS TRINDADE,1,2013,7,249,62,15,3
Centro,CS TRINDADE,1,2013,8,148,82,8,2
Centro,CS TRINDADE,1,2013,9,274,60,18,3
Centro,CS TRINDADE,1,2013,10,284,64,28,3
Centro,CS TRINDADE,1,2013,11,203,51,17,5
Centro,CS TRINDADE,1,2013,12,181,27,14,0
Centro,CS TRINDADE,1,2014,1,263,41,26,1
Centro,CS TRINDADE,1,2014,2,196,43,15,2
Centro,CS TRINDADE,1,2014,3,204,43,15,4
Centro,CS TRINDADE,1,2014,4,194,34,18,0
Centro,CS TRINDADE,1,2014,5,186,25,12,6
