"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Norte","CS SACO GRANDE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",6.15
"Norte","CS SANTINHO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",7.85
"Norte","CS SANTO ANTONIO LISBOA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.55
"Continente","CS SAPE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.68
"Sul","CS TAPERA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.12
"Centro","CS TRINDADE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.38
"Norte","CS VARGEM GRANDE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",6
"Norte","CS VARGEM PEQUENA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.85
"Continente","CS VILA APARECIDA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",1.02
"Continente","CS ABRAÃO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.79
"Centro","CS AGRONÔMICA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",7.03
"Sul","CS ALTO RIBEIRÃO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.62
"Sul","CS ARMAÇÃO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.48
"Continente","CS BALNEÁRIO","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",6.52
"Norte","CS BARRA DA LAGOA","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.56
"Norte","CS CACHOEIRA BOM JESUS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.09
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",1.82
"Sul","CS CAMPECHE","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.72
"Norte","CS CANASVIEIRAS","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",2.22
