"DISTRITO","TRIMESTRE","TIPO","VALOR"
"Norte","2015 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.26
"Sul","2015 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.92
"Centro","2015 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.53
"Continente","2015 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.61
"Norte","2015 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.04
"Sul","2015 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.44
"Centro","2015 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.45
"Continente","2015 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.44
"Norte","2015 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.7
"Sul","2015 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.39
"Centro","2016 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.59
"Continente","2016 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.15
"Norte","2016 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.19
"Sul","2016 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.94
"Centro","2016 Q2","PORCENT_ENCAMINHAMENTOS_ODO",4.2
"Continente","2016 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.03
"Norte","2016 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.28
"Sul","2016 Q2","PORCENT_ENCAMINHAMENTOS_ODO",4.12
"Centro","2016 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.87
"Continente","2016 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.88
"Norte","2016 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.3
"Sul","2016 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.12
"Centro","2016 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.37
"Continente","2016 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.66
"Norte","2016 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.21
"Sul","2016 Q4","PORCENT_ENCAMINHAMENTOS_ODO",5.03
"Centro","2017 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.13
"Continente","2017 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.43
"Norte","2017 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.2
"Sul","2017 Q1","PORCENT_ENCAMINHAMENTOS_ODO",5.04
"Centro","2017 Q2","PORCENT_ENCAMINHAMENTOS_ODO",5.26
"Continente","2017 Q2","PORCENT_ENCAMINHAMENTOS_ODO",4.77
"Norte","2017 Q2","PORCENT_ENCAMINHAMENTOS_ODO",4.78
"Sul","2017 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.66
"Centro","2017 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.68
"Continente","2017 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.06
"Norte","2017 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.13
"Sul","2017 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.54
"Centro","2017 Q4","PORCENT_ENCAMINHAMENTOS_ODO",6.1
"Continente","2017 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.99
"Norte","2017 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.53
"Sul","2017 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.91
"Centro","2018 Q1","PORCENT_ENCAMINHAMENTOS_ODO",7.03
"Continente","2018 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.82
"Norte","2018 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.91
"Sul","2018 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.58
