"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Norte","CS VARGEM GRANDE","2015 Q2",4
"Norte","CS VARGEM PEQUENA","2015 Q2",29
"Continente","CS VILA APARECIDA","2015 Q2",33
"Continente","CS ABRAÃO","2015 Q3",87
"Centro","CS AGRONÔMICA","2015 Q3",177
"Sul","CS ALTO RIBEIRÃO","2015 Q3",11
"Sul","CS ARMAÇÃO","2015 Q3",34
"Continente","CS BALNEÁRIO","2015 Q3",92
"Norte","CS BARRA DA LAGOA","2015 Q3",152
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3",91
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3",11
"Sul","CS CAMPECHE","2015 Q3",65
"Norte","CS CANASVIEIRAS","2015 Q3",144
"Sul","CS CANTO DA LAGOA","2015 Q3",39
"Continente","CS CAPOEIRAS","2015 Q3",116
"Sul","CS CARIANOS","2015 Q3",111
"Centro","CS CENTRO","2015 Q3",84
"Continente","CS COLONINHA","2015 Q3",155
"Continente","CS COQUEIROS","2015 Q3",123
"Centro","CS CÓRREGO GRANDE","2015 Q3",131
"Sul","CS COSTA DA LAGOA","2015 Q3",23
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3",86
"Continente","CS ESTREITO","2015 Q3",183
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3",111
"Norte","CS INGLESES","2015 Q3",202
"Centro","CS ITACORUBI","2015 Q3",180
"Continente","CS JARDIM ATLÂNTICO","2015 Q3",51
"Centro","CS JOÃO PAULO","2015 Q3",62
"Norte","CS JURERE","2015 Q3",88
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3",28
"Continente","CS MONTE CRISTO","2015 Q3",140
"Centro","CS MONTE SERRAT","2015 Q3",69
"Sul","CS MORRO DAS PEDRAS","2015 Q3",89
"Continente","CS NOVO CONTINENTE","2015 Q3",119
"Centro","CS PANTANAL","2015 Q3",45
"Sul","CS PANTANO DO SUL","2015 Q3",35
"Norte","CS PONTA DAS CANAS","2015 Q3",100
"Centro","CS PRAINHA","2015 Q3",108
"Norte","CS RATONES","2015 Q3",39
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3",33
"Sul","CS RIO TAVARES","2015 Q3",28
"Norte","CS RIO VERMELHO","2015 Q3",279
"Centro","CS SACO DOS LIMÕES","2015 Q3",12
"Norte","CS SACO GRANDE","2015 Q3",56
"Norte","CS SANTINHO","2015 Q3",109
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3",207
"Continente","CS SAPE","2015 Q3",32
"Sul","CS TAPERA","2015 Q3",19
"Centro","CS TRINDADE","2015 Q3",158
"Norte","CS VARGEM GRANDE","2015 Q3",4
"Norte","CS VARGEM PEQUENA","2015 Q3",28
"Continente","CS VILA APARECIDA","2015 Q3",10
"Continente","CS ABRAÃO","2015 Q4",62
"Centro","CS AGRONÔMICA","2015 Q4",181
"Sul","CS ALTO RIBEIRÃO","2015 Q4",13
"Sul","CS ARMAÇÃO","2015 Q4",29
"Continente","CS BALNEÁRIO","2015 Q4",108
"Norte","CS BARRA DA LAGOA","2015 Q4",86
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4",64
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4",9
"Sul","CS CAMPECHE","2015 Q4",41
"Norte","CS CANASVIEIRAS","2015 Q4",130
"Sul","CS CANTO DA LAGOA","2015 Q4",10
"Continente","CS CAPOEIRAS","2015 Q4",65
"Sul","CS CARIANOS","2015 Q4",153
"Centro","CS CENTRO","2015 Q4",46
"Continente","CS COLONINHA","2015 Q4",148
"Continente","CS COQUEIROS","2015 Q4",126
"Centro","CS CÓRREGO GRANDE","2015 Q4",108
"Sul","CS COSTA DA LAGOA","2015 Q4",17
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4",69
"Continente","CS ESTREITO","2015 Q4",124
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4",59
"Norte","CS INGLESES","2015 Q4",171
"Centro","CS ITACORUBI","2015 Q4",146
"Continente","CS JARDIM ATLÂNTICO","2015 Q4",30
"Centro","CS JOÃO PAULO","2015 Q4",69
"Norte","CS JURERE","2015 Q4",68
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4",70
"Continente","CS MONTE CRISTO","2015 Q4",104
"Centro","CS MONTE SERRAT","2015 Q4",47
"Sul","CS MORRO DAS PEDRAS","2015 Q4",64
"Continente","CS NOVO CONTINENTE","2015 Q4",58
"Centro","CS PANTANAL","2015 Q4",97
"Sul","CS PANTANO DO SUL","2015 Q4",27
"Norte","CS PONTA DAS CANAS","2015 Q4",47
"Centro","CS PRAINHA","2015 Q4",25
"Norte","CS RATONES","2015 Q4",30
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4",38
"Sul","CS RIO TAVARES","2015 Q4",10
"Norte","CS RIO VERMELHO","2015 Q4",206
"Centro","CS SACO DOS LIMÕES","2015 Q4",75
"Norte","CS SACO GRANDE","2015 Q4",184
"Norte","CS SANTINHO","2015 Q4",89
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4",141
"Continente","CS SAPE","2015 Q4",34
"Sul","CS TAPERA","2015 Q4",37
"Centro","CS TRINDADE","2015 Q4",184
"Norte","CS VARGEM GRANDE","2015 Q4",1
"Norte","CS VARGEM PEQUENA","2015 Q4",26
"Continente","CS VILA APARECIDA","2015 Q4",22
"Continente","CS ABRAÃO","2016 Q1",41
"Centro","CS AGRONÔMICA","2016 Q1",132
"Sul","CS ALTO RIBEIRÃO","2016 Q1",9
"Sul","CS ARMAÇÃO","2016 Q1",30
"Continente","CS BALNEÁRIO","2016 Q1",80
"Norte","CS BARRA DA LAGOA","2016 Q1",56
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1",48
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1",10
"Sul","CS CAMPECHE","2016 Q1",27
"Norte","CS CANASVIEIRAS","2016 Q1",60
"Sul","CS CANTO DA LAGOA","2016 Q1",0
"Continente","CS CAPOEIRAS","2016 Q1",102
"Sul","CS CARIANOS","2016 Q1",109
"Centro","CS CENTRO","2016 Q1",79
"Continente","CS COLONINHA","2016 Q1",157
"Continente","CS COQUEIROS","2016 Q1",98
"Centro","CS CÓRREGO GRANDE","2016 Q1",57
"Sul","CS COSTA DA LAGOA","2016 Q1",11
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1",69
"Continente","CS ESTREITO","2016 Q1",149
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1",76
"Norte","CS INGLESES","2016 Q1",147
"Centro","CS ITACORUBI","2016 Q1",166
"Continente","CS JARDIM ATLÂNTICO","2016 Q1",78
"Centro","CS JOÃO PAULO","2016 Q1",74
"Norte","CS JURERE","2016 Q1",38
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1",4
"Continente","CS MONTE CRISTO","2016 Q1",75
"Centro","CS MONTE SERRAT","2016 Q1",63
"Sul","CS MORRO DAS PEDRAS","2016 Q1",63
"Continente","CS NOVO CONTINENTE","2016 Q1",41
"Centro","CS PANTANAL","2016 Q1",70
"Sul","CS PANTANO DO SUL","2016 Q1",48
"Norte","CS PONTA DAS CANAS","2016 Q1",39
"Centro","CS PRAINHA","2016 Q1",79
"Norte","CS RATONES","2016 Q1",51
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1",50
"Sul","CS RIO TAVARES","2016 Q1",19
"Norte","CS RIO VERMELHO","2016 Q1",223
"Centro","CS SACO DOS LIMÕES","2016 Q1",84
"Norte","CS SACO GRANDE","2016 Q1",177
"Norte","CS SANTINHO","2016 Q1",109
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1",105
"Continente","CS SAPE","2016 Q1",34
"Sul","CS TAPERA","2016 Q1",44
"Centro","CS TRINDADE","2016 Q1",190
"Norte","CS VARGEM GRANDE","2016 Q1",3
"Norte","CS VARGEM PEQUENA","2016 Q1",22
"Continente","CS VILA APARECIDA","2016 Q1",7
"Continente","CS ABRAÃO","2016 Q2",17
"Centro","CS AGRONÔMICA","2016 Q2",263
"Sul","CS ALTO RIBEIRÃO","2016 Q2",14
"Sul","CS ARMAÇÃO","2016 Q2",56
"Continente","CS BALNEÁRIO","2016 Q2",155
"Norte","CS BARRA DA LAGOA","2016 Q2",113
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2",67
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2",7
"Sul","CS CAMPECHE","2016 Q2",48
"Norte","CS CANASVIEIRAS","2016 Q2",162
"Sul","CS CANTO DA LAGOA","2016 Q2",5
"Continente","CS CAPOEIRAS","2016 Q2",109
"Sul","CS CARIANOS","2016 Q2",194
"Centro","CS CENTRO","2016 Q2",77
"Continente","CS COLONINHA","2016 Q2",224
"Continente","CS COQUEIROS","2016 Q2",145
"Centro","CS CÓRREGO GRANDE","2016 Q2",145
"Sul","CS COSTA DA LAGOA","2016 Q2",49
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",96
"Continente","CS ESTREITO","2016 Q2",255
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2",65
"Norte","CS INGLESES","2016 Q2",346
"Centro","CS ITACORUBI","2016 Q2",163
"Continente","CS JARDIM ATLÂNTICO","2016 Q2",101
"Centro","CS JOÃO PAULO","2016 Q2",49
"Norte","CS JURERE","2016 Q2",62
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",33
"Continente","CS MONTE CRISTO","2016 Q2",143
"Centro","CS MONTE SERRAT","2016 Q2",60
"Sul","CS MORRO DAS PEDRAS","2016 Q2",115
"Continente","CS NOVO CONTINENTE","2016 Q2",128
"Centro","CS PANTANAL","2016 Q2",40
"Sul","CS PANTANO DO SUL","2016 Q2",38
"Norte","CS PONTA DAS CANAS","2016 Q2",114
"Centro","CS PRAINHA","2016 Q2",77
"Norte","CS RATONES","2016 Q2",61
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2",41
"Sul","CS RIO TAVARES","2016 Q2",32
"Norte","CS RIO VERMELHO","2016 Q2",227
"Centro","CS SACO DOS LIMÕES","2016 Q2",63
"Norte","CS SACO GRANDE","2016 Q2",283
"Norte","CS SANTINHO","2016 Q2",125
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",110
"Continente","CS SAPE","2016 Q2",19
"Sul","CS TAPERA","2016 Q2",78
"Centro","CS TRINDADE","2016 Q2",156
"Norte","CS VARGEM GRANDE","2016 Q2",12
"Norte","CS VARGEM PEQUENA","2016 Q2",31
"Continente","CS VILA APARECIDA","2016 Q2",6
"Continente","CS ABRAÃO","2016 Q3",23
"Centro","CS AGRONÔMICA","2016 Q3",210
"Sul","CS ALTO RIBEIRÃO","2016 Q3",50
"Sul","CS ARMAÇÃO","2016 Q3",81
"Continente","CS BALNEÁRIO","2016 Q3",140
"Norte","CS BARRA DA LAGOA","2016 Q3",115
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",65
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3",14
"Sul","CS CAMPECHE","2016 Q3",44
"Norte","CS CANASVIEIRAS","2016 Q3",138
"Sul","CS CANTO DA LAGOA","2016 Q3",5
"Continente","CS CAPOEIRAS","2016 Q3",102
"Sul","CS CARIANOS","2016 Q3",184
"Centro","CS CENTRO","2016 Q3",103
"Continente","CS COLONINHA","2016 Q3",132
"Continente","CS COQUEIROS","2016 Q3",73
"Centro","CS CÓRREGO GRANDE","2016 Q3",139
"Sul","CS COSTA DA LAGOA","2016 Q3",16
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",96
"Continente","CS ESTREITO","2016 Q3",95
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",102
"Norte","CS INGLESES","2016 Q3",274
"Centro","CS ITACORUBI","2016 Q3",262
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",76
"Centro","CS JOÃO PAULO","2016 Q3",95
"Norte","CS JURERE","2016 Q3",51
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",56
"Continente","CS MONTE CRISTO","2016 Q3",107
"Centro","CS MONTE SERRAT","2016 Q3",59
"Sul","CS MORRO DAS PEDRAS","2016 Q3",150
"Continente","CS NOVO CONTINENTE","2016 Q3",147
"Centro","CS PANTANAL","2016 Q3",86
"Sul","CS PANTANO DO SUL","2016 Q3",39
"Norte","CS PONTA DAS CANAS","2016 Q3",87
"Centro","CS PRAINHA","2016 Q3",67
"Norte","CS RATONES","2016 Q3",54
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3",53
"Sul","CS RIO TAVARES","2016 Q3",24
"Norte","CS RIO VERMELHO","2016 Q3",276
"Centro","CS SACO DOS LIMÕES","2016 Q3",70
"Norte","CS SACO GRANDE","2016 Q3",201
"Norte","CS SANTINHO","2016 Q3",114
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",156
"Continente","CS SAPE","2016 Q3",30
"Sul","CS TAPERA","2016 Q3",92
"Centro","CS TRINDADE","2016 Q3",161
"Norte","CS VARGEM GRANDE","2016 Q3",5
"Norte","CS VARGEM PEQUENA","2016 Q3",18
"Continente","CS VILA APARECIDA","2016 Q3",33
"Continente","CS ABRAÃO","2016 Q4",21
"Centro","CS AGRONÔMICA","2016 Q4",236
"Sul","CS ALTO RIBEIRÃO","2016 Q4",36
"Sul","CS ARMAÇÃO","2016 Q4",72
"Continente","CS BALNEÁRIO","2016 Q4",116
"Norte","CS BARRA DA LAGOA","2016 Q4",66
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",75
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4",3
"Sul","CS CAMPECHE","2016 Q4",66
"Norte","CS CANASVIEIRAS","2016 Q4",123
"Sul","CS CANTO DA LAGOA","2016 Q4",9
"Continente","CS CAPOEIRAS","2016 Q4",77
"Sul","CS CARIANOS","2016 Q4",160
"Centro","CS CENTRO","2016 Q4",48
"Continente","CS COLONINHA","2016 Q4",147
"Continente","CS COQUEIROS","2016 Q4",94
"Centro","CS CÓRREGO GRANDE","2016 Q4",105
"Sul","CS COSTA DA LAGOA","2016 Q4",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",70
"Continente","CS ESTREITO","2016 Q4",194
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",88
"Norte","CS INGLESES","2016 Q4",355
"Centro","CS ITACORUBI","2016 Q4",165
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",27
"Centro","CS JOÃO PAULO","2016 Q4",69
"Norte","CS JURERE","2016 Q4",49
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",54
"Continente","CS MONTE CRISTO","2016 Q4",18
"Centro","CS MONTE SERRAT","2016 Q4",47
"Sul","CS MORRO DAS PEDRAS","2016 Q4",104
"Continente","CS NOVO CONTINENTE","2016 Q4",125
"Centro","CS PANTANAL","2016 Q4",67
"Sul","CS PANTANO DO SUL","2016 Q4",12
"Norte","CS PONTA DAS CANAS","2016 Q4",74
"Centro","CS PRAINHA","2016 Q4",57
"Norte","CS RATONES","2016 Q4",69
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4",47
"Sul","CS RIO TAVARES","2016 Q4",35
"Norte","CS RIO VERMELHO","2016 Q4",255
"Centro","CS SACO DOS LIMÕES","2016 Q4",74
"Norte","CS SACO GRANDE","2016 Q4",117
"Norte","CS SANTINHO","2016 Q4",85
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",81
"Continente","CS SAPE","2016 Q4",20
"Sul","CS TAPERA","2016 Q4",80
"Centro","CS TRINDADE","2016 Q4",116
"Norte","CS VARGEM GRANDE","2016 Q4",6
"Norte","CS VARGEM PEQUENA","2016 Q4",12
"Continente","CS VILA APARECIDA","2016 Q4",46
"Continente","CS ABRAÃO","2017 Q1",4
"Centro","CS AGRONÔMICA","2017 Q1",136
"Sul","CS ALTO RIBEIRÃO","2017 Q1",21
"Sul","CS ARMAÇÃO","2017 Q1",55
"Continente","CS BALNEÁRIO","2017 Q1",53
"Norte","CS BARRA DA LAGOA","2017 Q1",67
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",44
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1",5
"Sul","CS CAMPECHE","2017 Q1",17
"Norte","CS CANASVIEIRAS","2017 Q1",32
"Sul","CS CANTO DA LAGOA","2017 Q1",5
"Continente","CS CAPOEIRAS","2017 Q1",53
"Sul","CS CARIANOS","2017 Q1",83
"Centro","CS CENTRO","2017 Q1",80
"Continente","CS COLONINHA","2017 Q1",95
"Continente","CS COQUEIROS","2017 Q1",53
"Centro","CS CÓRREGO GRANDE","2017 Q1",69
"Sul","CS COSTA DA LAGOA","2017 Q1",3
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",63
"Continente","CS ESTREITO","2017 Q1",119
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1",20
"Norte","CS INGLESES","2017 Q1",282
"Centro","CS ITACORUBI","2017 Q1",124
"Continente","CS JARDIM ATLÂNTICO","2017 Q1",33
"Centro","CS JOÃO PAULO","2017 Q1",38
"Norte","CS JURERE","2017 Q1",40
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",34
"Continente","CS MONTE CRISTO","2017 Q1",8
"Centro","CS MONTE SERRAT","2017 Q1",9
"Sul","CS MORRO DAS PEDRAS","2017 Q1",58
"Continente","CS NOVO CONTINENTE","2017 Q1",42
"Centro","CS PANTANAL","2017 Q1",46
"Sul","CS PANTANO DO SUL","2017 Q1",28
"Norte","CS PONTA DAS CANAS","2017 Q1",14
"Centro","CS PRAINHA","2017 Q1",51
"Norte","CS RATONES","2017 Q1",36
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1",38
"Sul","CS RIO TAVARES","2017 Q1",4
"Norte","CS RIO VERMELHO","2017 Q1",206
"Centro","CS SACO DOS LIMÕES","2017 Q1",75
"Norte","CS SACO GRANDE","2017 Q1",126
"Norte","CS SANTINHO","2017 Q1",75
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1",53
"Continente","CS SAPE","2017 Q1",4
"Sul","CS TAPERA","2017 Q1",9
"Centro","CS TRINDADE","2017 Q1",24
"Norte","CS VARGEM GRANDE","2017 Q1",1
"Norte","CS VARGEM PEQUENA","2017 Q1",37
"Continente","CS VILA APARECIDA","2017 Q1",21
"Continente","CS ABRAÃO","2017 Q2",37
"Centro","CS AGRONÔMICA","2017 Q2",309
"Sul","CS ALTO RIBEIRÃO","2017 Q2",81
"Sul","CS ARMAÇÃO","2017 Q2",69
"Continente","CS BALNEÁRIO","2017 Q2",133
"Norte","CS BARRA DA LAGOA","2017 Q2",100
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2",107
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2",4
"Sul","CS CAMPECHE","2017 Q2",71
"Norte","CS CANASVIEIRAS","2017 Q2",125
"Sul","CS CANTO DA LAGOA","2017 Q2",20
"Continente","CS CAPOEIRAS","2017 Q2",123
"Sul","CS CARIANOS","2017 Q2",185
"Centro","CS CENTRO","2017 Q2",68
"Continente","CS COLONINHA","2017 Q2",247
"Continente","CS COQUEIROS","2017 Q2",156
"Centro","CS CÓRREGO GRANDE","2017 Q2",154
"Sul","CS COSTA DA LAGOA","2017 Q2",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2",133
"Continente","CS ESTREITO","2017 Q2",250
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2",51
"Norte","CS INGLESES","2017 Q2",341
"Centro","CS ITACORUBI","2017 Q2",143
"Continente","CS JARDIM ATLÂNTICO","2017 Q2",114
"Centro","CS JOÃO PAULO","2017 Q2",99
"Norte","CS JURERE","2017 Q2",84
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2",65
"Continente","CS MONTE CRISTO","2017 Q2",127
"Centro","CS MONTE SERRAT","2017 Q2",20
"Sul","CS MORRO DAS PEDRAS","2017 Q2",136
"Continente","CS NOVO CONTINENTE","2017 Q2",164
"Centro","CS PANTANAL","2017 Q2",57
"Sul","CS PANTANO DO SUL","2017 Q2",22
"Norte","CS PONTA DAS CANAS","2017 Q2",84
"Centro","CS PRAINHA","2017 Q2",87
"Norte","CS RATONES","2017 Q2",45
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2",34
"Sul","CS RIO TAVARES","2017 Q2",39
"Norte","CS RIO VERMELHO","2017 Q2",238
"Centro","CS SACO DOS LIMÕES","2017 Q2",137
"Norte","CS SACO GRANDE","2017 Q2",319
"Norte","CS SANTINHO","2017 Q2",97
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2",126
"Continente","CS SAPE","2017 Q2",49
"Sul","CS TAPERA","2017 Q2",102
"Centro","CS TRINDADE","2017 Q2",155
"Norte","CS VARGEM GRANDE","2017 Q2",31
"Norte","CS VARGEM PEQUENA","2017 Q2",71
"Continente","CS VILA APARECIDA","2017 Q2",33
"Continente","CS ABRAÃO","2017 Q3",72
"Centro","CS AGRONÔMICA","2017 Q3",253
"Sul","CS ALTO RIBEIRÃO","2017 Q3",65
"Sul","CS ARMAÇÃO","2017 Q3",71
"Continente","CS BALNEÁRIO","2017 Q3",158
"Norte","CS BARRA DA LAGOA","2017 Q3",75
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3",107
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3",8
"Sul","CS CAMPECHE","2017 Q3",72
"Norte","CS CANASVIEIRAS","2017 Q3",199
"Sul","CS CANTO DA LAGOA","2017 Q3",43
"Continente","CS CAPOEIRAS","2017 Q3",103
"Sul","CS CARIANOS","2017 Q3",193
"Centro","CS CENTRO","2017 Q3",104
"Continente","CS COLONINHA","2017 Q3",277
"Continente","CS COQUEIROS","2017 Q3",120
"Centro","CS CÓRREGO GRANDE","2017 Q3",99
"Sul","CS COSTA DA LAGOA","2017 Q3",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3",123
"Continente","CS ESTREITO","2017 Q3",168
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3",116
"Norte","CS INGLESES","2017 Q3",412
"Centro","CS ITACORUBI","2017 Q3",166
"Continente","CS JARDIM ATLÂNTICO","2017 Q3",147
"Centro","CS JOÃO PAULO","2017 Q3",71
"Norte","CS JURERE","2017 Q3",92
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3",63
"Continente","CS MONTE CRISTO","2017 Q3",129
"Centro","CS MONTE SERRAT","2017 Q3",30
"Sul","CS MORRO DAS PEDRAS","2017 Q3",109
"Continente","CS NOVO CONTINENTE","2017 Q3",190
"Centro","CS PANTANAL","2017 Q3",120
"Sul","CS PANTANO DO SUL","2017 Q3",22
"Norte","CS PONTA DAS CANAS","2017 Q3",93
"Centro","CS PRAINHA","2017 Q3",117
"Norte","CS RATONES","2017 Q3",50
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3",52
"Sul","CS RIO TAVARES","2017 Q3",54
"Norte","CS RIO VERMELHO","2017 Q3",280
"Centro","CS SACO DOS LIMÕES","2017 Q3",159
"Norte","CS SACO GRANDE","2017 Q3",470
"Norte","CS SANTINHO","2017 Q3",141
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3",101
"Continente","CS SAPE","2017 Q3",54
"Sul","CS TAPERA","2017 Q3",98
"Centro","CS TRINDADE","2017 Q3",199
"Norte","CS VARGEM GRANDE","2017 Q3",7
"Norte","CS VARGEM PEQUENA","2017 Q3",82
"Continente","CS VILA APARECIDA","2017 Q3",52
"Continente","CS ABRAÃO","2017 Q4",77
"Centro","CS AGRONÔMICA","2017 Q4",234
"Sul","CS ALTO RIBEIRÃO","2017 Q4",44
"Sul","CS ARMAÇÃO","2017 Q4",76
"Continente","CS BALNEÁRIO","2017 Q4",138
"Norte","CS BARRA DA LAGOA","2017 Q4",92
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4",57
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4",6
"Sul","CS CAMPECHE","2017 Q4",20
"Norte","CS CANASVIEIRAS","2017 Q4",162
"Sul","CS CANTO DA LAGOA","2017 Q4",22
"Continente","CS CAPOEIRAS","2017 Q4",80
"Sul","CS CARIANOS","2017 Q4",164
"Centro","CS CENTRO","2017 Q4",61
"Continente","CS COLONINHA","2017 Q4",208
"Continente","CS COQUEIROS","2017 Q4",165
"Centro","CS CÓRREGO GRANDE","2017 Q4",114
"Sul","CS COSTA DA LAGOA","2017 Q4",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4",119
"Continente","CS ESTREITO","2017 Q4",137
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4",112
"Norte","CS INGLESES","2017 Q4",257
"Centro","CS ITACORUBI","2017 Q4",121
"Continente","CS JARDIM ATLÂNTICO","2017 Q4",114
"Centro","CS JOÃO PAULO","2017 Q4",96
"Norte","CS JURERE","2017 Q4",96
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4",38
"Continente","CS MONTE CRISTO","2017 Q4",101
"Centro","CS MONTE SERRAT","2017 Q4",24
"Sul","CS MORRO DAS PEDRAS","2017 Q4",91
"Continente","CS NOVO CONTINENTE","2017 Q4",139
"Centro","CS PANTANAL","2017 Q4",81
"Sul","CS PANTANO DO SUL","2017 Q4",32
"Norte","CS PONTA DAS CANAS","2017 Q4",73
"Centro","CS PRAINHA","2017 Q4",100
"Norte","CS RATONES","2017 Q4",48
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4",52
"Sul","CS RIO TAVARES","2017 Q4",21
"Norte","CS RIO VERMELHO","2017 Q4",236
"Centro","CS SACO DOS LIMÕES","2017 Q4",65
"Norte","CS SACO GRANDE","2017 Q4",454
"Norte","CS SANTINHO","2017 Q4",109
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4",87
"Continente","CS SAPE","2017 Q4",36
"Sul","CS TAPERA","2017 Q4",56
"Centro","CS TRINDADE","2017 Q4",209
"Norte","CS VARGEM GRANDE","2017 Q4",12
"Norte","CS VARGEM PEQUENA","2017 Q4",127
"Continente","CS VILA APARECIDA","2017 Q4",40
"Continente","CS ABRAÃO","2018 Q1",100
"Centro","CS AGRONÔMICA","2018 Q1",189
"Sul","CS ALTO RIBEIRÃO","2018 Q1",88
"Sul","CS ARMAÇÃO","2018 Q1",76
"Continente","CS BALNEÁRIO","2018 Q1",51
"Norte","CS BARRA DA LAGOA","2018 Q1",88
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1",79
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1",15
"Sul","CS CAMPECHE","2018 Q1",87
"Norte","CS CANASVIEIRAS","2018 Q1",130
"Sul","CS CANTO DA LAGOA","2018 Q1",19
"Continente","CS CAPOEIRAS","2018 Q1",107
"Sul","CS CARIANOS","2018 Q1",82
"Centro","CS CENTRO","2018 Q1",104
"Continente","CS COLONINHA","2018 Q1",230
"Continente","CS COQUEIROS","2018 Q1",115
"Centro","CS CÓRREGO GRANDE","2018 Q1",96
"Sul","CS COSTA DA LAGOA","2018 Q1",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1",100
"Continente","CS ESTREITO","2018 Q1",96
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1",90
"Norte","CS INGLESES","2018 Q1",281
"Centro","CS ITACORUBI","2018 Q1",28
"Continente","CS JARDIM ATLÂNTICO","2018 Q1",95
"Centro","CS JOÃO PAULO","2018 Q1",80
"Norte","CS JURERE","2018 Q1",64
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1",66
"Continente","CS MONTE CRISTO","2018 Q1",170
"Centro","CS MONTE SERRAT","2018 Q1",19
"Sul","CS MORRO DAS PEDRAS","2018 Q1",98
"Continente","CS NOVO CONTINENTE","2018 Q1",76
"Centro","CS PANTANAL","2018 Q1",159
