"DISTRITO","UNIDADE","AREA","TRIMESTRE","TIPO","VALOR"
"Centro","CS PRAINHA","131","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Centro","CS PRAINHA","132","2017 Q1","PERCENTUAL_TODOS_TRI",55.5555555555556
"Centro","CS PANTANAL","160","2017 Q1","PERCENTUAL_TODOS_TRI",57.1428571428571
"Centro","CS PANTANAL","161","2017 Q1","PERCENTUAL_TODOS_TRI",37.5
"Centro","CS CÓRREGO GRANDE","170","2017 Q1","PERCENTUAL_TODOS_TRI",42.8571428571429
"Centro","CS CÓRREGO GRANDE","171","2017 Q1","PERCENTUAL_TODOS_TRI",40
"Centro","CS ITACORUBI","190","2017 Q1","PERCENTUAL_TODOS_TRI",60
"Centro","CS ITACORUBI","191","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Centro","CS ITACORUBI","192","2017 Q1","PERCENTUAL_TODOS_TRI",87.5
"Centro","CS ITACORUBI","193","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Continente","CS BALNEÁRIO","20","2017 Q1","PERCENTUAL_TODOS_TRI",0
"Sul","CS CAIEIRA BARRA DO SUL","200","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Continente","CS BALNEÁRIO","21","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Sul","CS ALTO RIBEIRÃO","210","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS RIBEIRÃO DA ILHA","220","2017 Q1","PERCENTUAL_TODOS_TRI",57.1428571428571
"Sul","CS PANTANO DO SUL","230","2017 Q1","PERCENTUAL_TODOS_TRI",57.1428571428571
"Sul","CS ARMAÇÃO","240","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS ARMAÇÃO","241","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS MORRO DAS PEDRAS","250","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS MORRO DAS PEDRAS","251","2017 Q1","PERCENTUAL_TODOS_TRI",60
"Sul","CS TAPERA","260","2017 Q1","PERCENTUAL_TODOS_TRI",61.5384615384615
"Sul","CS TAPERA","261","2017 Q1","PERCENTUAL_TODOS_TRI",36.3636363636364
"Sul","CS TAPERA","262","2017 Q1","PERCENTUAL_TODOS_TRI",60
"Sul","CS TAPERA","263","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS CARIANOS","270","2017 Q1","PERCENTUAL_TODOS_TRI",80
"Sul","CS CARIANOS","271","2017 Q1","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS CARIANOS","272","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS CAMPECHE","280","2017 Q1","PERCENTUAL_TODOS_TRI",88.8888888888889
"Sul","CS CAMPECHE","281","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS RIO TAVARES","290","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Sul","CS RIO TAVARES","291","2017 Q1","PERCENTUAL_TODOS_TRI",75
