"","DISTRITO","UNIDADE","AREA","ANO","MES","PRIM_CONS_ODO","TC","PROCEDIMENTOS"
"8093","Continente","CS SAPE",1,2016,1,13,6,112
"8094","Continente","CS SAPE",1,2016,2,15,9,126
"8095","Continente","CS SAPE",1,2016,3,8,6,105
"8096","Continente","CS SAPE",1,2016,4,12,2,120
"8097","Continente","CS SAPE",1,2016,5,12,1,156
"8098","Continente","CS SAPE",1,2016,6,11,1,207
"8099","Continente","CS SAPE",1,2016,7,10,8,134
"8100","Continente","CS SAPE",1,2016,8,13,1,137
"8101","Continente","CS SAPE",1,2016,9,18,3,139
"8102","Continente","CS SAPE",1,2016,10,2,4,146
"8103","Continente","CS SAPE",1,2016,11,8,3,150
"8104","Continente","CS SAPE",1,2016,12,2,2,63
"8105","Continente","CS SAPE",1,2017,1,0,0,16
"8106","Continente","CS SAPE",1,2017,2,0,0,3
"8107","Continente","CS SAPE",1,2017,3,10,0,76
"8108","Continente","CS SAPE",1,2017,4,8,7,117
"8109","Continente","CS SAPE",1,2017,5,16,8,157
"8110","Continente","CS SAPE",1,2017,6,13,5,110
"8111","Continente","CS SAPE",1,2017,7,12,8,76
"8112","Continente","CS SAPE",1,2017,8,17,14,156
"8113","Continente","CS SAPE",1,2017,9,5,5,124
"8114","Continente","CS SAPE",1,2017,10,5,7,104
"8115","Continente","CS SAPE",1,2017,11,7,3,75
"8116","Continente","CS SAPE",1,2017,12,3,3,33
"8117","Continente","CS SAPE",1,2013,1,0,0,0
"8118","Continente","CS SAPE",1,2013,2,0,0,0
"8119","Continente","CS SAPE",1,2013,3,0,0,0
"8120","Continente","CS SAPE",1,2013,4,0,0,4
"8121","Continente","CS SAPE",1,2013,5,0,0,4
"8122","Continente","CS SAPE",1,2013,6,0,0,1
"8123","Continente","CS SAPE",1,2013,7,0,0,9
"8124","Continente","CS SAPE",1,2013,8,0,0,27
"8125","Continente","CS SAPE",1,2013,9,0,0,21
"8126","Continente","CS SAPE",1,2013,10,0,0,8
"8127","Continente","CS SAPE",1,2013,11,0,0,10
"8128","Continente","CS SAPE",1,2013,12,0,0,0
"8129","Continente","CS SAPE",1,2014,1,0,0,0
"8130","Continente","CS SAPE",1,2014,2,0,0,0
"8131","Continente","CS SAPE",1,2014,3,0,0,7
"8132","Continente","CS SAPE",1,2014,4,0,0,12
"8133","Continente","CS SAPE",1,2014,5,0,0,13
"8134","Continente","CS SAPE",1,2014,6,0,0,14
"8135","Continente","CS SAPE",1,2014,7,0,0,22
"8136","Continente","CS SAPE",1,2014,8,0,0,16
"8137","Continente","CS SAPE",1,2014,9,0,0,10
"8138","Continente","CS SAPE",1,2014,10,0,0,17
"8139","Continente","CS SAPE",1,2014,11,0,0,15
"8140","Continente","CS SAPE",1,2014,12,0,0,0
"8141","Continente","CS SAPE",1,2015,1,0,0,0
"8142","Continente","CS SAPE",1,2015,2,0,0,0
"8143","Continente","CS SAPE",1,2015,3,0,0,8
"8144","Continente","CS SAPE",1,2015,4,0,0,13
"8145","Continente","CS SAPE",1,2015,5,0,0,10
"8146","Continente","CS SAPE",1,2015,6,0,0,15
"8147","Continente","CS SAPE",1,2015,7,0,0,21
"8148","Continente","CS SAPE",1,2015,8,0,0,46
"8149","Continente","CS SAPE",1,2015,9,0,0,73
"8150","Continente","CS SAPE",1,2015,10,0,0,124
"8151","Continente","CS SAPE",1,2015,11,0,0,65
"8152","Continente","CS SAPE",1,2015,12,0,0,0
"8153","Continente","CS SAPE",1,2016,1,0,0,0
"8154","Continente","CS SAPE",1,2016,2,0,0,0
"8155","Continente","CS SAPE",1,2016,3,0,0,18
"8156","Continente","CS SAPE",1,2016,4,0,0,42
"8157","Continente","CS SAPE",1,2016,5,0,0,38
"8158","Continente","CS SAPE",1,2016,6,0,0,87
"8159","Continente","CS SAPE",1,2016,7,0,0,43
"8160","Continente","CS SAPE",1,2016,8,0,0,19
"8161","Continente","CS SAPE",1,2016,9,0,0,21
"8162","Continente","CS SAPE",1,2016,10,0,0,58
"8163","Continente","CS SAPE",1,2016,11,0,0,94
"8164","Continente","CS SAPE",1,2016,12,0,0,3
"8165","Continente","CS SAPE",1,2017,1,0,0,0
"8166","Continente","CS SAPE",1,2017,2,0,0,0
"8167","Continente","CS SAPE",1,2017,3,0,0,1
"8168","Continente","CS SAPE",1,2017,4,0,0,43
"8169","Continente","CS SAPE",1,2017,5,0,0,41
"8170","Continente","CS SAPE",1,2017,6,0,0,19
"8171","Continente","CS SAPE",1,2017,7,0,0,2
"8172","Continente","CS SAPE",1,2017,8,0,0,12
"8173","Continente","CS SAPE",1,2017,9,0,0,38
"8174","Continente","CS SAPE",1,2017,10,0,0,21
"8175","Continente","CS SAPE",1,2017,11,0,0,16
"8176","Continente","CS SAPE",1,2017,12,0,0,0
"8177","Continente","CS VILA APARECIDA",0,2013,1,4,6,105
"8178","Continente","CS VILA APARECIDA",0,2013,2,3,2,93
"8179","Continente","CS VILA APARECIDA",0,2013,3,1,0,141
"8180","Continente","CS VILA APARECIDA",0,2013,4,2,0,226
"8181","Continente","CS VILA APARECIDA",0,2013,5,0,0,191
"8182","Continente","CS VILA APARECIDA",0,2013,6,1,0,157
"8183","Continente","CS VILA APARECIDA",0,2013,7,1,0,99
"8184","Continente","CS VILA APARECIDA",0,2013,8,2,0,161
"8185","Continente","CS VILA APARECIDA",0,2013,9,0,0,172
"8186","Continente","CS VILA APARECIDA",0,2013,10,1,0,150
"8187","Continente","CS VILA APARECIDA",0,2013,11,0,0,84
"8188","Continente","CS VILA APARECIDA",0,2013,12,0,0,75
"8189","Continente","CS VILA APARECIDA",0,2014,1,3,0,111
"8190","Continente","CS VILA APARECIDA",0,2014,2,0,1,115
"8191","Continente","CS VILA APARECIDA",0,2014,3,2,0,81
"8192","Continente","CS VILA APARECIDA",0,2014,4,2,2,180
"8193","Continente","CS VILA APARECIDA",0,2014,5,0,1,139
"8194","Continente","CS VILA APARECIDA",0,2014,6,1,2,338
"8195","Continente","CS VILA APARECIDA",0,2014,7,1,0,91
"8196","Continente","CS VILA APARECIDA",0,2014,8,0,4,155
"8197","Continente","CS VILA APARECIDA",0,2014,9,1,0,237
"8198","Continente","CS VILA APARECIDA",0,2014,10,1,2,262
"8199","Continente","CS VILA APARECIDA",0,2014,11,1,1,145
"8200","Continente","CS VILA APARECIDA",0,2014,12,0,1,91
"8201","Continente","CS VILA APARECIDA",0,2015,1,1,1,80
"8202","Continente","CS VILA APARECIDA",0,2015,2,0,0,73
"8203","Continente","CS VILA APARECIDA",0,2015,3,1,1,78
"8204","Continente","CS VILA APARECIDA",0,2015,4,0,6,168
"8205","Continente","CS VILA APARECIDA",0,2015,5,2,4,136
"8206","Continente","CS VILA APARECIDA",0,2015,6,0,9,197
"8207","Continente","CS VILA APARECIDA",0,2015,7,2,4,195
"8208","Continente","CS VILA APARECIDA",0,2015,8,1,1,213
"8209","Continente","CS VILA APARECIDA",0,2015,9,1,1,110
"8210","Continente","CS VILA APARECIDA",0,2015,10,2,5,284
"8211","Continente","CS VILA APARECIDA",0,2015,11,6,4,185
"8212","Continente","CS VILA APARECIDA",0,2015,12,4,5,94
"8213","Continente","CS VILA APARECIDA",0,2016,1,13,2,101
"8214","Continente","CS VILA APARECIDA",0,2016,2,8,1,53
"8215","Continente","CS VILA APARECIDA",0,2016,3,2,0,53
"8216","Continente","CS VILA APARECIDA",0,2016,4,13,1,143
"8217","Continente","CS VILA APARECIDA",0,2016,5,12,1,113
"8218","Continente","CS VILA APARECIDA",0,2016,6,3,0,56
"8219","Continente","CS VILA APARECIDA",0,2016,7,9,6,131
"8220","Continente","CS VILA APARECIDA",0,2016,8,6,7,121
"8221","Continente","CS VILA APARECIDA",0,2016,9,6,4,167
"8222","Continente","CS VILA APARECIDA",0,2016,10,8,2,176
"8223","Continente","CS VILA APARECIDA",0,2016,11,12,8,153
"8224","Continente","CS VILA APARECIDA",0,2016,12,11,13,72
"8225","Continente","CS VILA APARECIDA",0,2017,1,12,1,32
"8226","Continente","CS VILA APARECIDA",0,2017,2,0,0,8
"8227","Continente","CS VILA APARECIDA",0,2017,3,30,12,149
"8228","Continente","CS VILA APARECIDA",0,2017,4,12,4,101
"8229","Continente","CS VILA APARECIDA",0,2017,5,11,11,201
"8230","Continente","CS VILA APARECIDA",0,2017,6,3,2,55
"8231","Continente","CS VILA APARECIDA",0,2017,7,9,9,152
"8232","Continente","CS VILA APARECIDA",0,2017,8,9,14,186
"8233","Continente","CS VILA APARECIDA",0,2017,9,8,10,130
"8234","Continente","CS VILA APARECIDA",0,2017,10,8,10,121
"8235","Continente","CS VILA APARECIDA",0,2017,11,2,7,149
"8236","Continente","CS VILA APARECIDA",0,2017,12,4,8,188
"8237","Continente","CS VILA APARECIDA",0,2013,1,0,0,0
"8238","Continente","CS VILA APARECIDA",0,2013,2,0,0,0
"8239","Continente","CS VILA APARECIDA",0,2013,3,0,0,13
"8240","Continente","CS VILA APARECIDA",0,2013,4,0,0,26
"8241","Continente","CS VILA APARECIDA",0,2013,5,0,0,18
"8242","Continente","CS VILA APARECIDA",0,2013,6,0,0,6
"8243","Continente","CS VILA APARECIDA",0,2013,7,0,0,0
"8244","Continente","CS VILA APARECIDA",0,2013,8,0,0,35
"8245","Continente","CS VILA APARECIDA",0,2013,9,0,0,7
"8246","Continente","CS VILA APARECIDA",0,2013,10,0,0,0
"8247","Continente","CS VILA APARECIDA",0,2013,11,0,0,2
"8248","Continente","CS VILA APARECIDA",0,2013,12,0,0,0
"8249","Continente","CS VILA APARECIDA",0,2014,1,0,0,0
"8250","Continente","CS VILA APARECIDA",0,2014,2,0,0,0
"8251","Continente","CS VILA APARECIDA",0,2014,3,0,0,9
"8252","Continente","CS VILA APARECIDA",0,2014,4,0,0,19
"8253","Continente","CS VILA APARECIDA",0,2014,5,0,0,27
"8254","Continente","CS VILA APARECIDA",0,2014,6,0,0,186
"8255","Continente","CS VILA APARECIDA",0,2014,7,0,0,43
"8256","Continente","CS VILA APARECIDA",0,2014,8,0,0,1
"8257","Continente","CS VILA APARECIDA",0,2014,9,0,0,32
"8258","Continente","CS VILA APARECIDA",0,2014,10,0,0,82
"8259","Continente","CS VILA APARECIDA",0,2014,11,0,0,34
"8260","Continente","CS VILA APARECIDA",0,2014,12,0,0,24
"8261","Continente","CS VILA APARECIDA",0,2015,1,0,0,0
"8262","Continente","CS VILA APARECIDA",0,2015,2,0,0,0
"8263","Continente","CS VILA APARECIDA",0,2015,3,0,0,16
"8264","Continente","CS VILA APARECIDA",0,2015,4,0,0,103
"8265","Continente","CS VILA APARECIDA",0,2015,5,0,0,63
"8266","Continente","CS VILA APARECIDA",0,2015,6,0,0,98
"8267","Continente","CS VILA APARECIDA",0,2015,7,0,0,89
"8268","Continente","CS VILA APARECIDA",0,2015,8,0,0,78
"8269","Continente","CS VILA APARECIDA",0,2015,9,0,0,72
"8270","Continente","CS VILA APARECIDA",0,2015,10,0,0,185
"8271","Continente","CS VILA APARECIDA",0,2015,11,0,0,83
"8272","Continente","CS VILA APARECIDA",0,2015,12,0,0,20
"8273","Continente","CS VILA APARECIDA",0,2016,1,0,0,2
"8274","Continente","CS VILA APARECIDA",0,2016,2,0,0,1
"8275","Continente","CS VILA APARECIDA",0,2016,3,0,0,0
"8276","Continente","CS VILA APARECIDA",0,2016,4,0,0,60
"8277","Continente","CS VILA APARECIDA",0,2016,5,0,0,44
"8278","Continente","CS VILA APARECIDA",0,2016,6,0,0,17
"8279","Continente","CS VILA APARECIDA",0,2016,7,0,0,23
"8280","Continente","CS VILA APARECIDA",0,2016,8,0,0,46
"8281","Continente","CS VILA APARECIDA",0,2016,9,0,0,53
"8282","Continente","CS VILA APARECIDA",0,2016,10,0,0,59
"8283","Continente","CS VILA APARECIDA",0,2016,11,0,0,17
"8284","Continente","CS VILA APARECIDA",0,2016,12,0,0,0
"8285","Continente","CS VILA APARECIDA",0,2017,1,0,0,0
"8286","Continente","CS VILA APARECIDA",0,2017,2,0,0,0
"8287","Continente","CS VILA APARECIDA",0,2017,3,0,0,64
"8288","Continente","CS VILA APARECIDA",0,2017,4,0,0,9
"8289","Continente","CS VILA APARECIDA",0,2017,5,0,0,36
"8290","Continente","CS VILA APARECIDA",0,2017,6,0,0,0
"8291","Continente","CS VILA APARECIDA",0,2017,7,0,0,24
"8292","Continente","CS VILA APARECIDA",0,2017,8,0,0,54
"8293","Continente","CS VILA APARECIDA",0,2017,9,0,0,34
"8294","Continente","CS VILA APARECIDA",0,2017,10,0,0,26
"8295","Continente","CS VILA APARECIDA",0,2017,11,0,0,51
"8296","Continente","CS VILA APARECIDA",0,2017,12,0,0,20
"8297","Continente","CS VILA APARECIDA",1,2013,1,1,4,52
"8298","Continente","CS VILA APARECIDA",1,2013,2,3,0,57
"8299","Continente","CS VILA APARECIDA",1,2013,3,1,0,110
"8300","Continente","CS VILA APARECIDA",1,2013,4,1,0,110
"8301","Continente","CS VILA APARECIDA",1,2013,5,1,0,143
"8302","Continente","CS VILA APARECIDA",1,2013,6,1,1,132
"8303","Continente","CS VILA APARECIDA",1,2013,7,0,1,82
"8304","Continente","CS VILA APARECIDA",1,2013,8,1,0,98
"8305","Continente","CS VILA APARECIDA",1,2013,9,0,0,127
"8306","Continente","CS VILA APARECIDA",1,2013,10,0,0,117
"8307","Continente","CS VILA APARECIDA",1,2013,11,0,0,56
"8308","Continente","CS VILA APARECIDA",1,2013,12,0,0,41
"8309","Continente","CS VILA APARECIDA",1,2014,1,2,0,90
"8310","Continente","CS VILA APARECIDA",1,2014,2,2,0,78
"8311","Continente","CS VILA APARECIDA",1,2014,3,0,0,74
"8312","Continente","CS VILA APARECIDA",1,2014,4,1,1,122
"8313","Continente","CS VILA APARECIDA",1,2014,5,1,1,129
"8314","Continente","CS VILA APARECIDA",1,2014,6,0,0,275
"8315","Continente","CS VILA APARECIDA",1,2014,7,2,1,89
"8316","Continente","CS VILA APARECIDA",1,2014,8,1,1,98
"8317","Continente","CS VILA APARECIDA",1,2014,9,0,0,153
"8318","Continente","CS VILA APARECIDA",1,2014,10,0,0,152
"8319","Continente","CS VILA APARECIDA",1,2014,11,1,2,118
"8320","Continente","CS VILA APARECIDA",1,2014,12,2,2,130
"8321","Continente","CS VILA APARECIDA",1,2015,1,0,1,64
"8322","Continente","CS VILA APARECIDA",1,2015,2,1,1,69
"8323","Continente","CS VILA APARECIDA",1,2015,3,2,1,67
"8324","Continente","CS VILA APARECIDA",1,2015,4,0,4,158
"8325","Continente","CS VILA APARECIDA",1,2015,5,0,5,138
"8326","Continente","CS VILA APARECIDA",1,2015,6,1,5,212
"8327","Continente","CS VILA APARECIDA",1,2015,7,0,1,205
"8328","Continente","CS VILA APARECIDA",1,2015,8,0,3,177
"8329","Continente","CS VILA APARECIDA",1,2015,9,0,0,107
"8330","Continente","CS VILA APARECIDA",1,2015,10,1,2,261
"8331","Continente","CS VILA APARECIDA",1,2015,11,6,2,115
"8332","Continente","CS VILA APARECIDA",1,2015,12,2,4,69
"8333","Continente","CS VILA APARECIDA",1,2016,1,7,2,73
"8334","Continente","CS VILA APARECIDA",1,2016,2,14,2,64
"8335","Continente","CS VILA APARECIDA",1,2016,3,3,0,32
"8336","Continente","CS VILA APARECIDA",1,2016,4,15,0,98
"8337","Continente","CS VILA APARECIDA",1,2016,5,8,4,88
"8338","Continente","CS VILA APARECIDA",1,2016,6,0,0,57
"8339","Continente","CS VILA APARECIDA",1,2016,7,11,3,199
"8340","Continente","CS VILA APARECIDA",1,2016,8,3,5,124
"8341","Continente","CS VILA APARECIDA",1,2016,9,8,8,177
"8342","Continente","CS VILA APARECIDA",1,2016,10,9,6,148
"8343","Continente","CS VILA APARECIDA",1,2016,11,6,8,139
"8344","Continente","CS VILA APARECIDA",1,2016,12,3,9,62
"8345","Continente","CS VILA APARECIDA",1,2017,1,6,3,29
"8346","Continente","CS VILA APARECIDA",1,2017,2,0,0,3
"8347","Continente","CS VILA APARECIDA",1,2017,3,28,5,150
"8348","Continente","CS VILA APARECIDA",1,2017,4,11,7,111
"8349","Continente","CS VILA APARECIDA",1,2017,5,8,8,131
"8350","Continente","CS VILA APARECIDA",1,2017,6,0,1,59
"8351","Continente","CS VILA APARECIDA",1,2017,7,5,6,138
"8352","Continente","CS VILA APARECIDA",1,2017,8,8,8,196
"8353","Continente","CS VILA APARECIDA",1,2017,9,3,5,98
"8354","Continente","CS VILA APARECIDA",1,2017,10,3,3,115
"8355","Continente","CS VILA APARECIDA",1,2017,11,10,6,174
"8356","Continente","CS VILA APARECIDA",1,2017,12,7,6,135
"8357","Continente","CS VILA APARECIDA",1,2013,1,0,0,0
"8358","Continente","CS VILA APARECIDA",1,2013,2,0,0,0
"8359","Continente","CS VILA APARECIDA",1,2013,3,0,0,10
"8360","Continente","CS VILA APARECIDA",1,2013,4,0,0,20
"8361","Continente","CS VILA APARECIDA",1,2013,5,0,0,12
"8362","Continente","CS VILA APARECIDA",1,2013,6,0,0,0
"8363","Continente","CS VILA APARECIDA",1,2013,7,0,0,0
"8364","Continente","CS VILA APARECIDA",1,2013,8,0,0,28
"8365","Continente","CS VILA APARECIDA",1,2013,9,0,0,5
"8366","Continente","CS VILA APARECIDA",1,2013,10,0,0,1
"8367","Continente","CS VILA APARECIDA",1,2013,11,0,0,1
"8368","Continente","CS VILA APARECIDA",1,2013,12,0,0,0
"8369","Continente","CS VILA APARECIDA",1,2014,1,0,0,0
"8370","Continente","CS VILA APARECIDA",1,2014,2,0,0,0
"8371","Continente","CS VILA APARECIDA",1,2014,3,0,0,0
"8372","Continente","CS VILA APARECIDA",1,2014,4,0,0,8
"8373","Continente","CS VILA APARECIDA",1,2014,5,0,0,33
"8374","Continente","CS VILA APARECIDA",1,2014,6,0,0,159
"8375","Continente","CS VILA APARECIDA",1,2014,7,0,0,43
"8376","Continente","CS VILA APARECIDA",1,2014,8,0,0,1
"8377","Continente","CS VILA APARECIDA",1,2014,9,0,0,18
"8378","Continente","CS VILA APARECIDA",1,2014,10,0,0,46
"8379","Continente","CS VILA APARECIDA",1,2014,11,0,0,23
"8380","Continente","CS VILA APARECIDA",1,2014,12,0,0,20
"8381","Continente","CS VILA APARECIDA",1,2015,1,0,0,0
"8382","Continente","CS VILA APARECIDA",1,2015,2,0,0,0
"8383","Continente","CS VILA APARECIDA",1,2015,3,0,0,9
"8384","Continente","CS VILA APARECIDA",1,2015,4,0,0,72
"8385","Continente","CS VILA APARECIDA",1,2015,5,0,0,68
"8386","Continente","CS VILA APARECIDA",1,2015,6,0,0,94
"8387","Continente","CS VILA APARECIDA",1,2015,7,0,0,83
"8388","Continente","CS VILA APARECIDA",1,2015,8,0,0,72
"8389","Continente","CS VILA APARECIDA",1,2015,9,0,0,60
"8390","Continente","CS VILA APARECIDA",1,2015,10,0,0,180
"8391","Continente","CS VILA APARECIDA",1,2015,11,0,0,58
"8392","Continente","CS VILA APARECIDA",1,2015,12,0,0,12
"8393","Continente","CS VILA APARECIDA",1,2016,1,0,0,3
"8394","Continente","CS VILA APARECIDA",1,2016,2,0,0,0
"8395","Continente","CS VILA APARECIDA",1,2016,3,0,0,1
"8396","Continente","CS VILA APARECIDA",1,2016,4,0,0,34
"8397","Continente","CS VILA APARECIDA",1,2016,5,0,0,19
"8398","Continente","CS VILA APARECIDA",1,2016,6,0,0,40
"8399","Continente","CS VILA APARECIDA",1,2016,7,0,0,51
"8400","Continente","CS VILA APARECIDA",1,2016,8,0,0,64
"8401","Continente","CS VILA APARECIDA",1,2016,9,0,0,51
"8402","Continente","CS VILA APARECIDA",1,2016,10,0,0,27
"8403","Continente","CS VILA APARECIDA",1,2016,11,0,0,22
"8404","Continente","CS VILA APARECIDA",1,2016,12,0,0,0
"8405","Continente","CS VILA APARECIDA",1,2017,1,0,0,0
"8406","Continente","CS VILA APARECIDA",1,2017,2,0,0,0
"8407","Continente","CS VILA APARECIDA",1,2017,3,0,0,60
"8408","Continente","CS VILA APARECIDA",1,2017,4,0,0,11
"8409","Continente","CS VILA APARECIDA",1,2017,5,0,0,22
"8410","Continente","CS VILA APARECIDA",1,2017,6,0,0,0
"8411","Continente","CS VILA APARECIDA",1,2017,7,0,0,16
"8412","Continente","CS VILA APARECIDA",1,2017,8,0,0,59
"8413","Continente","CS VILA APARECIDA",1,2017,9,0,0,20
"8414","Continente","CS VILA APARECIDA",1,2017,10,0,0,21
"8415","Continente","CS VILA APARECIDA",1,2017,11,0,0,27
"8416","Continente","CS VILA APARECIDA",1,2017,12,0,0,12
"8417","Norte","CS BARRA DA LAGOA",0,2013,1,11,7,106
"8418","Norte","CS BARRA DA LAGOA",0,2013,2,22,10,192
"8419","Norte","CS BARRA DA LAGOA",0,2013,3,20,15,251
"8420","Norte","CS BARRA DA LAGOA",0,2013,4,31,20,344
"8421","Norte","CS BARRA DA LAGOA",0,2013,5,21,16,228
"8422","Norte","CS BARRA DA LAGOA",0,2013,6,23,18,355
"8423","Norte","CS BARRA DA LAGOA",0,2013,7,20,17,220
"8424","Norte","CS BARRA DA LAGOA",0,2013,8,18,10,220
"8425","Norte","CS BARRA DA LAGOA",0,2013,9,22,13,255
"8426","Norte","CS BARRA DA LAGOA",0,2013,10,23,17,284
"8427","Norte","CS BARRA DA LAGOA",0,2013,11,4,6,110
"8428","Norte","CS BARRA DA LAGOA",0,2013,12,8,7,148
"8429","Norte","CS BARRA DA LAGOA",0,2014,1,15,8,149
"8430","Norte","CS BARRA DA LAGOA",0,2014,2,6,2,71
"8431","Norte","CS BARRA DA LAGOA",0,2014,3,8,9,122
"8432","Norte","CS BARRA DA LAGOA",0,2014,4,9,16,148
"8433","Norte","CS BARRA DA LAGOA",0,2014,5,11,8,165
"8434","Norte","CS BARRA DA LAGOA",0,2014,6,10,7,276
"8435","Norte","CS BARRA DA LAGOA",0,2014,7,14,4,218
"8436","Norte","CS BARRA DA LAGOA",0,2014,8,11,14,169
"8437","Norte","CS BARRA DA LAGOA",0,2014,9,25,12,268
"8438","Norte","CS BARRA DA LAGOA",0,2014,10,11,10,185
"8439","Norte","CS BARRA DA LAGOA",0,2014,11,13,12,245
"8440","Norte","CS BARRA DA LAGOA",0,2014,12,12,12,165
"8441","Norte","CS BARRA DA LAGOA",0,2015,1,18,12,218
"8442","Norte","CS BARRA DA LAGOA",0,2015,2,16,17,188
"8443","Norte","CS BARRA DA LAGOA",0,2015,3,1,1,54
"8444","Norte","CS BARRA DA LAGOA",0,2015,4,14,7,142
"8445","Norte","CS BARRA DA LAGOA",0,2015,5,6,5,133
"8446","Norte","CS BARRA DA LAGOA",0,2015,6,13,10,285
"8447","Norte","CS BARRA DA LAGOA",0,2015,7,32,30,500
"8448","Norte","CS BARRA DA LAGOA",0,2015,8,19,11,272
"8449","Norte","CS BARRA DA LAGOA",0,2015,9,27,20,381
"8450","Norte","CS BARRA DA LAGOA",0,2015,10,13,11,282
"8451","Norte","CS BARRA DA LAGOA",0,2015,11,14,11,228
"8452","Norte","CS BARRA DA LAGOA",0,2015,12,12,11,205
"8453","Norte","CS BARRA DA LAGOA",0,2016,1,13,7,114
"8454","Norte","CS BARRA DA LAGOA",0,2016,2,19,12,157
"8455","Norte","CS BARRA DA LAGOA",0,2016,3,9,5,129
"8456","Norte","CS BARRA DA LAGOA",0,2016,4,25,20,254
"8457","Norte","CS BARRA DA LAGOA",0,2016,5,22,17,255
"8458","Norte","CS BARRA DA LAGOA",0,2016,6,16,13,310
"8459","Norte","CS BARRA DA LAGOA",0,2016,7,23,19,263
"8460","Norte","CS BARRA DA LAGOA",0,2016,8,13,6,168
"8461","Norte","CS BARRA DA LAGOA",0,2016,9,30,19,498
"8462","Norte","CS BARRA DA LAGOA",0,2016,10,12,8,305
"8463","Norte","CS BARRA DA LAGOA",0,2016,11,18,11,290
"8464","Norte","CS BARRA DA LAGOA",0,2016,12,8,11,283
"8465","Norte","CS BARRA DA LAGOA",0,2017,1,6,3,95
"8466","Norte","CS BARRA DA LAGOA",0,2017,2,0,0,4
"8467","Norte","CS BARRA DA LAGOA",0,2017,3,31,19,314
"8468","Norte","CS BARRA DA LAGOA",0,2017,4,16,18,226
"8469","Norte","CS BARRA DA LAGOA",0,2017,5,22,20,292
"8470","Norte","CS BARRA DA LAGOA",0,2017,6,21,13,262
"8471","Norte","CS BARRA DA LAGOA",0,2017,7,10,9,145
"8472","Norte","CS BARRA DA LAGOA",0,2017,8,17,15,185
"8473","Norte","CS BARRA DA LAGOA",0,2017,9,16,8,242
"8474","Norte","CS BARRA DA LAGOA",0,2017,10,19,15,283
"8475","Norte","CS BARRA DA LAGOA",0,2017,11,19,13,303
"8476","Norte","CS BARRA DA LAGOA",0,2017,12,9,8,149
"8477","Norte","CS BARRA DA LAGOA",0,2013,1,0,0,0
"8478","Norte","CS BARRA DA LAGOA",0,2013,2,0,0,0
"8479","Norte","CS BARRA DA LAGOA",0,2013,3,0,0,1
"8480","Norte","CS BARRA DA LAGOA",0,2013,4,0,0,1
"8481","Norte","CS BARRA DA LAGOA",0,2013,5,0,0,5
"8482","Norte","CS BARRA DA LAGOA",0,2013,6,0,0,0
"8483","Norte","CS BARRA DA LAGOA",0,2013,7,0,0,0
"8484","Norte","CS BARRA DA LAGOA",0,2013,8,0,0,5
"8485","Norte","CS BARRA DA LAGOA",0,2013,9,0,0,0
"8486","Norte","CS BARRA DA LAGOA",0,2013,10,0,0,1
"8487","Norte","CS BARRA DA LAGOA",0,2013,11,0,0,0
"8488","Norte","CS BARRA DA LAGOA",0,2013,12,0,0,0
"8489","Norte","CS BARRA DA LAGOA",0,2014,1,0,0,0
"8490","Norte","CS BARRA DA LAGOA",0,2014,2,0,0,0
"8491","Norte","CS BARRA DA LAGOA",0,2014,3,0,0,1
"8492","Norte","CS BARRA DA LAGOA",0,2014,4,0,0,0
"8493","Norte","CS BARRA DA LAGOA",0,2014,5,0,0,2
"8494","Norte","CS BARRA DA LAGOA",0,2014,6,0,0,91
"8495","Norte","CS BARRA DA LAGOA",0,2014,7,0,0,21
"8496","Norte","CS BARRA DA LAGOA",0,2014,8,0,0,9
"8497","Norte","CS BARRA DA LAGOA",0,2014,9,0,0,30
"8498","Norte","CS BARRA DA LAGOA",0,2014,10,0,0,18
"8499","Norte","CS BARRA DA LAGOA",0,2014,11,0,0,31
"8500","Norte","CS BARRA DA LAGOA",0,2014,12,0,0,3
"8501","Norte","CS BARRA DA LAGOA",0,2015,1,0,0,4
"8502","Norte","CS BARRA DA LAGOA",0,2015,2,0,0,6
"8503","Norte","CS BARRA DA LAGOA",0,2015,3,0,0,1
"8504","Norte","CS BARRA DA LAGOA",0,2015,4,0,0,24
"8505","Norte","CS BARRA DA LAGOA",0,2015,5,0,0,64
"8506","Norte","CS BARRA DA LAGOA",0,2015,6,0,0,74
"8507","Norte","CS BARRA DA LAGOA",0,2015,7,0,0,110
"8508","Norte","CS BARRA DA LAGOA",0,2015,8,0,0,32
"8509","Norte","CS BARRA DA LAGOA",0,2015,9,0,0,92
"8510","Norte","CS BARRA DA LAGOA",0,2015,10,0,0,81
"8511","Norte","CS BARRA DA LAGOA",0,2015,11,0,0,14
"8512","Norte","CS BARRA DA LAGOA",0,2015,12,0,0,6
"8513","Norte","CS BARRA DA LAGOA",0,2016,1,0,0,3
"8514","Norte","CS BARRA DA LAGOA",0,2016,2,0,0,5
"8515","Norte","CS BARRA DA LAGOA",0,2016,3,0,0,3
"8516","Norte","CS BARRA DA LAGOA",0,2016,4,0,0,7
"8517","Norte","CS BARRA DA LAGOA",0,2016,5,0,0,16
"8518","Norte","CS BARRA DA LAGOA",0,2016,6,0,0,100
"8519","Norte","CS BARRA DA LAGOA",0,2016,7,0,0,45
"8520","Norte","CS BARRA DA LAGOA",0,2016,8,0,0,18
