"DISTRITO","UNIDADE","AREA","TRIMESTRE","VALOR"
"Sul","CS LAGOA DA CONCEIÇÃO",471,"2016 Q1",17.6470588235294
"Sul","CS LAGOA DA CONCEIÇÃO",472,"2016 Q1",21.7917675544794
"Continente","CS ABRAÃO",570,"2016 Q1",21.2307692307692
"Continente","CS ABRAÃO",571,"2016 Q1",13.8461538461538
"Continente","CS ABRAÃO",572,"2016 Q1",27.1356783919598
"Continente","CS CAPOEIRAS",60,"2016 Q1",20.7182320441989
"Continente","CS COQUEIROS",600,"2016 Q1",7.80669144981413
"Continente","CS COQUEIROS",601,"2016 Q1",16.2162162162162
"Continente","CS COQUEIROS",602,"2016 Q1",26.6666666666667
"Continente","CS CAPOEIRAS",61,"2016 Q1",21.4983713355049
"Continente","CS CAPOEIRAS",62,"2016 Q1",32.1428571428571
"Centro","CS AGRONÔMICA",690,"2016 Q1",18.1528662420382
"Centro","CS AGRONÔMICA",691,"2016 Q1",26.4367816091954
"Centro","CS AGRONÔMICA",692,"2016 Q1",33.457249070632
"Centro","CS AGRONÔMICA",693,"2016 Q1",29.5652173913043
"Continente","CS COLONINHA",70,"2016 Q1",23.961661341853
"Continente","CS COLONINHA",71,"2016 Q1",33.5907335907336
"Continente","CS COLONINHA",72,"2016 Q1",22.360248447205
"Sul","CS FAZENDA DO RIO TAVARES",780,"2016 Q1",40.7407407407407
"Sul","CS FAZENDA DO RIO TAVARES",781,"2016 Q1",17.6470588235294
"Continente","CS ESTREITO",80,"2016 Q1",8.94039735099338
"Continente","CS ESTREITO",81,"2016 Q1",21.3523131672598
"Continente","CS ESTREITO",82,"2016 Q1",13.7614678899083
"Continente","CS ESTREITO",83,"2016 Q1",10.7142857142857
"Centro","CS TRINDADE",850,"2016 Q1",22.680412371134
"Centro","CS TRINDADE",851,"2016 Q1",22.360248447205
"Centro","CS TRINDADE",852,"2016 Q1",17.9347826086957
"Centro","CS TRINDADE",853,"2016 Q1",24.468085106383
"Centro","CS TRINDADE",854,"2016 Q1",18.4210526315789
"Continente","CS VILA APARECIDA",90,"2016 Q1",13.8157894736842
"Continente","CS VILA APARECIDA",91,"2016 Q1",17.6470588235294
"Centro","CS CENTRO",950,"2016 Q1",12.378640776699
"Centro","CS CENTRO",951,"2016 Q1",33.3333333333333
"Centro","CS CENTRO",952,"2016 Q1",16.0427807486631
"Norte","CS SANTINHO",980,"2016 Q1",25.5555555555556
"Norte","CS SANTINHO",981,"2016 Q1",19.6319018404908
"Continente","CS JARDIM ATLÂNTICO",10,"2016 Q2",39.2405063291139
"Continente","CS NOVO CONTINENTE",100,"2016 Q2",22.4242424242424
"Continente","CS NOVO CONTINENTE",101,"2016 Q2",19.2200557103064
"Continente","CS NOVO CONTINENTE",102,"2016 Q2",19.6428571428571
"Continente","CS JARDIM ATLÂNTICO",11,"2016 Q2",43.6363636363636
"Centro","CS MONTE SERRAT",120,"2016 Q2",16.1125319693095
"Centro","CS MONTE SERRAT",121,"2016 Q2",11.2970711297071
"Centro","CS MONTE SERRAT",122,"2016 Q2",16.8704156479218
"Centro","CS PRAINHA",130,"2016 Q2",19.1176470588235
"Centro","CS PRAINHA",131,"2016 Q2",9.4017094017094
"Centro","CS PRAINHA",132,"2016 Q2",13.2029339853301
