"DISTRITO","UNIDADE","ANO","MES","COD_PROCEDIMENTO","QUANTIDADE","AREA"
"Centro","CS AGRONÔMICA",2018,4,"0214010058",1,690
"Centro","CS AGRONÔMICA",2018,4,"0214010074",1,690
"Centro","CS AGRONÔMICA",2018,4,"0214010090",1,690
"Centro","CS AGRONÔMICA",2018,4,"0214010104",1,690
"Centro","CS AGRONÔMICA",2018,7,"0214010040",1,691
"Centro","CS AGRONÔMICA",2018,5,"0214010058",2,691
"Centro","CS AGRONÔMICA",2018,5,"0214010074",2,691
"Centro","CS AGRONÔMICA",2018,6,"0214010074",1,691
"Centro","CS AGRONÔMICA",2018,7,"0214010074",1,691
"Centro","CS AGRONÔMICA",2018,7,"0214010082",1,691
"Centro","CS AGRONÔMICA",2018,5,"0214010090",2,691
"Centro","CS AGRONÔMICA",2018,5,"0214010104",2,691
"Centro","CS AGRONÔMICA",2018,5,"0214010040",4,692
"Centro","CS AGRONÔMICA",2018,6,"0214010040",2,692
"Centro","CS AGRONÔMICA",2018,7,"0214010040",1,692
"Centro","CS AGRONÔMICA",2018,4,"0214010058",1,692
"Centro","CS AGRONÔMICA",2018,6,"0214010058",1,692
"Centro","CS AGRONÔMICA",2018,4,"0214010074",1,692
"Centro","CS AGRONÔMICA",2018,5,"0214010074",1,692
"Centro","CS AGRONÔMICA",2018,6,"0214010074",1,692
"Centro","CS AGRONÔMICA",2018,7,"0214010074",1,692
"Centro","CS AGRONÔMICA",2018,5,"0214010082",4,692
"Centro","CS AGRONÔMICA",2018,6,"0214010082",2,692
"Centro","CS AGRONÔMICA",2018,7,"0214010082",2,692
"Centro","CS AGRONÔMICA",2018,4,"0214010090",1,692
"Centro","CS AGRONÔMICA",2018,6,"0214010090",1,692
"Centro","CS AGRONÔMICA",2018,6,"0214010104",1,692
"Centro","CS AGRONÔMICA",2018,5,"0214010058",5,693
"Centro","CS AGRONÔMICA",2018,6,"0214010058",1,693
"Centro","CS AGRONÔMICA",2018,5,"0214010074",5,693
"Centro","CS AGRONÔMICA",2018,6,"0214010074",1,693
"Centro","CS AGRONÔMICA",2018,5,"0214010090",2,693
"Centro","CS AGRONÔMICA",2018,6,"0214010090",2,693
"Centro","CS AGRONÔMICA",2018,5,"0214010104",4,693
"Centro","CS AGRONÔMICA",2018,6,"0214010104",2,693
"Centro","CS CENTRO",2018,5,"0214010040",3,950
"Centro","CS CENTRO",2018,4,"0214010058",6,950
"Centro","CS CENTRO",2018,5,"0214010058",2,950
"Centro","CS CENTRO",2018,6,"0214010058",6,950
"Centro","CS CENTRO",2018,7,"0214010058",10,950
"Centro","CS CENTRO",2018,4,"0214010074",6,950
"Centro","CS CENTRO",2018,5,"0214010074",3,950
"Centro","CS CENTRO",2018,6,"0214010074",6,950
"Centro","CS CENTRO",2018,7,"0214010074",9,950
"Centro","CS CENTRO",2018,4,"0214010082",1,950
"Centro","CS CENTRO",2018,5,"0214010082",2,950
"Centro","CS CENTRO",2018,4,"0214010090",6,950
"Centro","CS CENTRO",2018,5,"0214010090",5,950
"Centro","CS CENTRO",2018,6,"0214010090",6,950
"Centro","CS CENTRO",2018,7,"0214010090",11,950
"Centro","CS CENTRO",2018,4,"0214010104",4,950
"Centro","CS CENTRO",2018,5,"0214010104",3,950
"Centro","CS CENTRO",2018,6,"0214010104",6,950
"Centro","CS CENTRO",2018,7,"0214010104",10,950
"Centro","CS CENTRO",2018,4,"0214010058",2,951
"Centro","CS CENTRO",2018,5,"0214010058",2,951
"Centro","CS CENTRO",2018,6,"0214010058",1,951
"Centro","CS CENTRO",2018,7,"0214010058",2,951
"Centro","CS CENTRO",2018,4,"0214010074",2,951
"Centro","CS CENTRO",2018,5,"0214010074",2,951
"Centro","CS CENTRO",2018,6,"0214010074",1,951
"Centro","CS CENTRO",2018,7,"0214010074",2,951
"Centro","CS CENTRO",2018,4,"0214010090",2,951
"Centro","CS CENTRO",2018,5,"0214010090",2,951
"Centro","CS CENTRO",2018,6,"0214010090",1,951
"Centro","CS CENTRO",2018,7,"0214010090",2,951
"Centro","CS CENTRO",2018,4,"0214010104",1,951
"Centro","CS CENTRO",2018,5,"0214010104",2,951
"Centro","CS CENTRO",2018,6,"0214010104",1,951
"Centro","CS CENTRO",2018,7,"0214010104",2,951
"Centro","CS CENTRO",2018,4,"0214010058",6,952
"Centro","CS CENTRO",2018,6,"0214010058",2,952
"Centro","CS CENTRO",2018,7,"0214010058",1,952
"Centro","CS CENTRO",2018,4,"0214010074",5,952
"Centro","CS CENTRO",2018,6,"0214010074",3,952
"Centro","CS CENTRO",2018,7,"0214010074",4,952
"Centro","CS CENTRO",2018,4,"0214010090",4,952
"Centro","CS CENTRO",2018,6,"0214010090",2,952
"Centro","CS CENTRO",2018,7,"0214010090",1,952
"Centro","CS CENTRO",2018,4,"0214010104",3,952
"Centro","CS CENTRO",2018,6,"0214010104",2,952
"Centro","CS CENTRO",2018,7,"0214010104",1,952
"Centro","CS CÓRREGO GRANDE",2018,4,"0214010058",2,170
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010058",1,170
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010058",1,170
"Centro","CS CÓRREGO GRANDE",2018,4,"0214010074",2,170
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010074",1,170
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010074",1,170
"Centro","CS CÓRREGO GRANDE",2018,4,"0214010090",1,170
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010090",1,170
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010090",1,170
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010104",1,170
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010104",3,170
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010058",2,171
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010058",2,171
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010074",3,171
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010074",3,171
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010090",2,171
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010090",2,171
"Centro","CS CÓRREGO GRANDE",2018,5,"0214010104",2,171
"Centro","CS CÓRREGO GRANDE",2018,6,"0214010104",2,171
"Centro","CS ITACORUBI",2018,4,"0214010040",1,190
"Centro","CS ITACORUBI",2018,7,"0214010040",1,190
"Centro","CS ITACORUBI",2018,4,"0214010058",4,190
"Centro","CS ITACORUBI",2018,5,"0214010058",13,190
"Centro","CS ITACORUBI",2018,6,"0214010058",12,190
"Centro","CS ITACORUBI",2018,7,"0214010058",13,190
"Centro","CS ITACORUBI",2018,4,"0214010074",3,190
"Centro","CS ITACORUBI",2018,5,"0214010074",14,190
"Centro","CS ITACORUBI",2018,6,"0214010074",12,190
"Centro","CS ITACORUBI",2018,7,"0214010074",12,190
"Centro","CS ITACORUBI",2018,4,"0214010082",1,190
"Centro","CS ITACORUBI",2018,4,"0214010090",4,190
"Centro","CS ITACORUBI",2018,5,"0214010090",14,190
"Centro","CS ITACORUBI",2018,6,"0214010090",10,190
"Centro","CS ITACORUBI",2018,7,"0214010090",12,190
"Centro","CS ITACORUBI",2018,4,"0214010104",4,190
"Centro","CS ITACORUBI",2018,5,"0214010104",14,190
"Centro","CS ITACORUBI",2018,6,"0214010104",9,190
"Centro","CS ITACORUBI",2018,7,"0214010104",14,190
"Centro","CS ITACORUBI",2018,7,"0214010040",1,191
"Centro","CS ITACORUBI",2018,4,"0214010058",19,191
"Centro","CS ITACORUBI",2018,5,"0214010058",20,191
"Centro","CS ITACORUBI",2018,6,"0214010058",3,191
"Centro","CS ITACORUBI",2018,7,"0214010058",27,191
"Centro","CS ITACORUBI",2018,4,"0214010074",18,191
"Centro","CS ITACORUBI",2018,5,"0214010074",20,191
"Centro","CS ITACORUBI",2018,6,"0214010074",2,191
"Centro","CS ITACORUBI",2018,7,"0214010074",27,191
"Centro","CS ITACORUBI",2018,4,"0214010090",19,191
"Centro","CS ITACORUBI",2018,5,"0214010090",19,191
"Centro","CS ITACORUBI",2018,6,"0214010090",2,191
"Centro","CS ITACORUBI",2018,7,"0214010090",27,191
"Centro","CS ITACORUBI",2018,4,"0214010104",18,191
"Centro","CS ITACORUBI",2018,5,"0214010104",21,191
"Centro","CS ITACORUBI",2018,6,"0214010104",2,191
"Centro","CS ITACORUBI",2018,7,"0214010104",27,191
"Centro","CS ITACORUBI",2018,4,"0214010058",8,192
"Centro","CS ITACORUBI",2018,5,"0214010058",1,192
"Centro","CS ITACORUBI",2018,6,"0214010058",1,192
"Centro","CS ITACORUBI",2018,7,"0214010058",3,192
"Centro","CS ITACORUBI",2018,4,"0214010074",6,192
"Centro","CS ITACORUBI",2018,5,"0214010074",1,192
"Centro","CS ITACORUBI",2018,6,"0214010074",1,192
"Centro","CS ITACORUBI",2018,7,"0214010074",2,192
"Centro","CS ITACORUBI",2018,4,"0214010090",7,192
"Centro","CS ITACORUBI",2018,5,"0214010090",1,192
"Centro","CS ITACORUBI",2018,7,"0214010090",2,192
"Centro","CS ITACORUBI",2018,4,"0214010104",7,192
"Centro","CS ITACORUBI",2018,5,"0214010104",1,192
"Centro","CS ITACORUBI",2018,7,"0214010104",2,192
"Centro","CS ITACORUBI",2018,4,"0214010058",7,193
"Centro","CS ITACORUBI",2018,5,"0214010058",11,193
"Centro","CS ITACORUBI",2018,6,"0214010058",2,193
"Centro","CS ITACORUBI",2018,7,"0214010058",9,193
"Centro","CS ITACORUBI",2018,4,"0214010074",7,193
"Centro","CS ITACORUBI",2018,5,"0214010074",11,193
"Centro","CS ITACORUBI",2018,6,"0214010074",1,193
"Centro","CS ITACORUBI",2018,7,"0214010074",9,193
"Centro","CS ITACORUBI",2018,4,"0214010090",6,193
"Centro","CS ITACORUBI",2018,5,"0214010090",11,193
"Centro","CS ITACORUBI",2018,6,"0214010090",1,193
"Centro","CS ITACORUBI",2018,7,"0214010090",9,193
"Centro","CS ITACORUBI",2018,4,"0214010104",8,193
"Centro","CS ITACORUBI",2018,5,"0214010104",11,193
"Centro","CS ITACORUBI",2018,6,"0214010104",1,193
"Centro","CS ITACORUBI",2018,7,"0214010104",9,193
"Centro","CS JOÃO PAULO",2018,4,"0214010058",3,320
"Centro","CS JOÃO PAULO",2018,5,"0214010058",1,320
"Centro","CS JOÃO PAULO",2018,4,"0214010074",3,320
"Centro","CS JOÃO PAULO",2018,5,"0214010074",2,320
"Centro","CS JOÃO PAULO",2018,4,"0214010090",3,320
"Centro","CS JOÃO PAULO",2018,5,"0214010090",1,320
"Centro","CS JOÃO PAULO",2018,4,"0214010104",2,320
"Centro","CS JOÃO PAULO",2018,5,"0214010104",1,320
"Centro","CS JOÃO PAULO",2018,7,"0214010058",1,321
"Centro","CS JOÃO PAULO",2018,6,"0214010074",1,321
"Centro","CS JOÃO PAULO",2018,7,"0214010074",1,321
"Centro","CS JOÃO PAULO",2018,5,"0214010090",3,321
"Centro","CS JOÃO PAULO",2018,7,"0214010090",1,321
"Centro","CS JOÃO PAULO",2018,7,"0214010104",1,321
"Centro","CS MONTE SERRAT",2018,4,"0214010040",1,120
"Centro","CS MONTE SERRAT",2018,4,"0214010058",1,120
"Centro","CS MONTE SERRAT",2018,4,"0214010074",1,120
"Centro","CS MONTE SERRAT",2018,4,"0214010082",1,120
"Centro","CS MONTE SERRAT",2018,5,"0214010082",1,120
"Centro","CS MONTE SERRAT",2018,4,"0214010090",2,120
"Centro","CS MONTE SERRAT",2018,4,"0214010104",2,120
"Centro","CS MONTE SERRAT",2018,7,"0214010058",1,121
"Centro","CS MONTE SERRAT",2018,7,"0214010074",1,121
"Centro","CS MONTE SERRAT",2018,7,"0214010090",1,121
"Centro","CS MONTE SERRAT",2018,7,"0214010104",1,121
"Centro","CS MONTE SERRAT",2018,5,"0214010040",1,122
"Centro","CS MONTE SERRAT",2018,4,"0214010058",2,122
"Centro","CS MONTE SERRAT",2018,5,"0214010058",2,122
"Centro","CS MONTE SERRAT",2018,7,"0214010058",1,122
"Centro","CS MONTE SERRAT",2018,4,"0214010074",2,122
"Centro","CS MONTE SERRAT",2018,5,"0214010074",3,122
"Centro","CS MONTE SERRAT",2018,7,"0214010074",1,122
"Centro","CS MONTE SERRAT",2018,4,"0214010090",1,122
"Centro","CS MONTE SERRAT",2018,5,"0214010090",2,122
"Centro","CS MONTE SERRAT",2018,7,"0214010090",1,122
"Centro","CS MONTE SERRAT",2018,4,"0214010104",1,122
"Centro","CS MONTE SERRAT",2018,5,"0214010104",2,122
"Centro","CS MONTE SERRAT",2018,7,"0214010104",1,122
"Centro","CS PANTANAL",2018,5,"0214010058",7,160
"Centro","CS PANTANAL",2018,6,"0214010058",8,160
"Centro","CS PANTANAL",2018,7,"0214010058",6,160
"Centro","CS PANTANAL",2018,5,"0214010074",9,160
"Centro","CS PANTANAL",2018,6,"0214010074",8,160
"Centro","CS PANTANAL",2018,7,"0214010074",6,160
"Centro","CS PANTANAL",2018,5,"0214010090",6,160
"Centro","CS PANTANAL",2018,6,"0214010090",8,160
"Centro","CS PANTANAL",2018,7,"0214010090",4,160
"Centro","CS PANTANAL",2018,5,"0214010104",6,160
"Centro","CS PANTANAL",2018,6,"0214010104",8,160
"Centro","CS PANTANAL",2018,7,"0214010104",4,160
"Centro","CS PANTANAL",2018,7,"0214010040",1,161
"Centro","CS PANTANAL",2018,5,"0214010058",3,161
"Centro","CS PANTANAL",2018,6,"0214010058",1,161
"Centro","CS PANTANAL",2018,7,"0214010058",2,161
"Centro","CS PANTANAL",2018,5,"0214010074",3,161
"Centro","CS PANTANAL",2018,6,"0214010074",1,161
"Centro","CS PANTANAL",2018,7,"0214010074",2,161
"Centro","CS PANTANAL",2018,7,"0214010082",1,161
"Centro","CS PANTANAL",2018,5,"0214010090",3,161
"Centro","CS PANTANAL",2018,6,"0214010090",1,161
"Centro","CS PANTANAL",2018,7,"0214010090",2,161
"Centro","CS PANTANAL",2018,5,"0214010104",3,161
"Centro","CS PANTANAL",2018,6,"0214010104",1,161
"Centro","CS PANTANAL",2018,7,"0214010104",3,161
"Centro","CS PRAINHA",2018,6,"0214010040",1,130
"Centro","CS PRAINHA",2018,4,"0214010058",1,130
"Centro","CS PRAINHA",2018,6,"0214010058",2,130
"Centro","CS PRAINHA",2018,7,"0214010058",1,130
"Centro","CS PRAINHA",2018,4,"0214010074",2,130
"Centro","CS PRAINHA",2018,5,"0214010074",1,130
"Centro","CS PRAINHA",2018,6,"0214010074",2,130
"Centro","CS PRAINHA",2018,7,"0214010074",1,130
"Centro","CS PRAINHA",2018,6,"0214010082",1,130
"Centro","CS PRAINHA",2018,4,"0214010090",1,130
"Centro","CS PRAINHA",2018,6,"0214010090",2,130
"Centro","CS PRAINHA",2018,7,"0214010090",1,130
"Centro","CS PRAINHA",2018,4,"0214010104",1,130
"Centro","CS PRAINHA",2018,6,"0214010104",3,130
"Centro","CS PRAINHA",2018,7,"0214010104",1,130
"Centro","CS PRAINHA",2018,5,"0214010058",1,131
"Centro","CS PRAINHA",2018,7,"0214010058",2,131
"Centro","CS PRAINHA",2018,7,"0214010074",2,131
"Centro","CS PRAINHA",2018,7,"0214010090",2,131
"Centro","CS PRAINHA",2018,5,"0214010104",1,131
"Centro","CS PRAINHA",2018,7,"0214010104",2,131
"Centro","CS PRAINHA",2018,4,"0214010040",2,132
"Centro","CS PRAINHA",2018,5,"0214010040",1,132
"Centro","CS PRAINHA",2018,6,"0214010040",1,132
"Centro","CS PRAINHA",2018,7,"0214010040",1,132
"Centro","CS PRAINHA",2018,4,"0214010058",2,132
"Centro","CS PRAINHA",2018,5,"0214010058",1,132
"Centro","CS PRAINHA",2018,6,"0214010058",4,132
"Centro","CS PRAINHA",2018,7,"0214010058",4,132
"Centro","CS PRAINHA",2018,4,"0214010074",1,132
"Centro","CS PRAINHA",2018,5,"0214010074",1,132
"Centro","CS PRAINHA",2018,6,"0214010074",1,132
"Centro","CS PRAINHA",2018,7,"0214010074",4,132
"Centro","CS PRAINHA",2018,4,"0214010082",2,132
"Centro","CS PRAINHA",2018,5,"0214010082",2,132
"Centro","CS PRAINHA",2018,6,"0214010082",1,132
"Centro","CS PRAINHA",2018,7,"0214010082",1,132
"Centro","CS PRAINHA",2018,4,"0214010090",4,132
"Centro","CS PRAINHA",2018,5,"0214010090",2,132
"Centro","CS PRAINHA",2018,6,"0214010090",2,132
"Centro","CS PRAINHA",2018,7,"0214010090",5,132
"Centro","CS PRAINHA",2018,4,"0214010104",4,132
"Centro","CS PRAINHA",2018,5,"0214010104",2,132
"Centro","CS PRAINHA",2018,6,"0214010104",3,132
"Centro","CS PRAINHA",2018,7,"0214010104",5,132
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010058",1,310
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010058",2,310
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010058",1,310
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010058",3,310
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010074",3,310
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010074",1,310
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010074",3,310
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010090",2,310
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010090",1,310
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010090",3,310
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010104",1,310
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010104",2,310
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010104",1,310
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010104",4,310
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010040",1,311
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010058",2,311
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010058",1,311
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010058",3,311
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010074",2,311
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010074",1,311
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010074",4,311
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010082",1,311
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010090",2,311
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010090",1,311
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010090",1,311
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010104",2,311
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010104",1,311
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010104",2,311
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010040",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010040",1,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010040",2,312
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010058",1,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010058",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010058",7,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010058",4,312
"Centro","CS SACO DOS LIMÕES",2018,4,"0214010074",1,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010074",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010074",5,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010074",2,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010082",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010082",5,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010082",2,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010090",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010090",6,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010090",1,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010104",1,312
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010104",5,312
"Centro","CS SACO DOS LIMÕES",2018,7,"0214010104",1,312
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010058",2,313
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010074",1,313
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010090",1,313
"Centro","CS SACO DOS LIMÕES",2018,5,"0214010104",1,313
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010058",1,314
"Centro","CS SACO DOS LIMÕES",2018,6,"0214010074",1,314
"Centro","CS TRINDADE",2018,5,"0214010058",1,850
"Centro","CS TRINDADE",2018,6,"0214010058",2,850
"Centro","CS TRINDADE",2018,7,"0214010058",1,850
"Centro","CS TRINDADE",2018,5,"0214010074",1,850
"Centro","CS TRINDADE",2018,6,"0214010074",1,850
"Centro","CS TRINDADE",2018,7,"0214010074",2,850
"Centro","CS TRINDADE",2018,5,"0214010090",1,850
"Centro","CS TRINDADE",2018,6,"0214010090",1,850
"Centro","CS TRINDADE",2018,7,"0214010090",1,850
"Centro","CS TRINDADE",2018,5,"0214010104",1,850
"Centro","CS TRINDADE",2018,6,"0214010104",1,850
"Centro","CS TRINDADE",2018,7,"0214010104",1,850
"Centro","CS TRINDADE",2018,4,"0214010058",1,851
"Centro","CS TRINDADE",2018,5,"0214010058",1,851
"Centro","CS TRINDADE",2018,7,"0214010058",1,851
"Centro","CS TRINDADE",2018,5,"0214010074",1,851
"Centro","CS TRINDADE",2018,7,"0214010074",1,851
"Centro","CS TRINDADE",2018,5,"0214010090",1,851
"Centro","CS TRINDADE",2018,7,"0214010090",1,851
"Centro","CS TRINDADE",2018,5,"0214010104",1,851
"Centro","CS TRINDADE",2018,7,"0214010104",1,851
"Centro","CS TRINDADE",2018,4,"0214010058",1,852
"Centro","CS TRINDADE",2018,5,"0214010058",3,852
"Centro","CS TRINDADE",2018,6,"0214010058",7,852
"Centro","CS TRINDADE",2018,7,"0214010058",2,852
"Centro","CS TRINDADE",2018,4,"0214010074",1,852
"Centro","CS TRINDADE",2018,5,"0214010074",3,852
"Centro","CS TRINDADE",2018,6,"0214010074",7,852
"Centro","CS TRINDADE",2018,7,"0214010074",2,852
"Centro","CS TRINDADE",2018,4,"0214010090",1,852
"Centro","CS TRINDADE",2018,5,"0214010090",3,852
"Centro","CS TRINDADE",2018,6,"0214010090",5,852
"Centro","CS TRINDADE",2018,7,"0214010090",2,852
"Centro","CS TRINDADE",2018,4,"0214010104",1,852
"Centro","CS TRINDADE",2018,5,"0214010104",3,852
"Centro","CS TRINDADE",2018,6,"0214010104",7,852
"Centro","CS TRINDADE",2018,7,"0214010104",2,852
"Centro","CS TRINDADE",2018,5,"0214010058",4,853
"Centro","CS TRINDADE",2018,6,"0214010058",1,853
"Centro","CS TRINDADE",2018,7,"0214010058",1,853
"Centro","CS TRINDADE",2018,5,"0214010074",3,853
"Centro","CS TRINDADE",2018,6,"0214010074",1,853
"Centro","CS TRINDADE",2018,7,"0214010074",1,853
"Centro","CS TRINDADE",2018,5,"0214010090",2,853
"Centro","CS TRINDADE",2018,6,"0214010090",1,853
"Centro","CS TRINDADE",2018,7,"0214010090",1,853
"Centro","CS TRINDADE",2018,5,"0214010104",3,853
"Centro","CS TRINDADE",2018,6,"0214010104",1,853
"Centro","CS TRINDADE",2018,7,"0214010104",1,853
"Centro","CS TRINDADE",2018,4,"0214010058",3,854
"Centro","CS TRINDADE",2018,5,"0214010058",1,854
"Centro","CS TRINDADE",2018,6,"0214010058",5,854
"Centro","CS TRINDADE",2018,7,"0214010058",3,854
"Centro","CS TRINDADE",2018,4,"0214010074",3,854
"Centro","CS TRINDADE",2018,5,"0214010074",1,854
"Centro","CS TRINDADE",2018,6,"0214010074",4,854
"Centro","CS TRINDADE",2018,7,"0214010074",3,854
"Centro","CS TRINDADE",2018,4,"0214010090",2,854
"Centro","CS TRINDADE",2018,5,"0214010090",1,854
"Centro","CS TRINDADE",2018,6,"0214010090",4,854
"Centro","CS TRINDADE",2018,7,"0214010090",3,854
"Centro","CS TRINDADE",2018,6,"0214010104",4,854
"Centro","CS TRINDADE",2018,7,"0214010104",3,854
"Continente","CS ABRAÃO",2018,4,"0214010058",1,570
"Continente","CS ABRAÃO",2018,4,"0214010074",1,570
"Continente","CS ABRAÃO",2018,4,"0214010090",1,570
"Continente","CS ABRAÃO",2018,4,"0214010058",1,571
"Continente","CS ABRAÃO",2018,6,"0214010058",1,571
"Continente","CS ABRAÃO",2018,7,"0214010058",1,571
"Continente","CS ABRAÃO",2018,4,"0214010074",1,571
"Continente","CS ABRAÃO",2018,6,"0214010074",2,571
"Continente","CS ABRAÃO",2018,7,"0214010074",1,571
"Continente","CS ABRAÃO",2018,4,"0214010090",1,571
"Continente","CS ABRAÃO",2018,6,"0214010090",1,571
"Continente","CS ABRAÃO",2018,4,"0214010058",3,572
"Continente","CS ABRAÃO",2018,7,"0214010058",1,572
"Continente","CS ABRAÃO",2018,4,"0214010074",1,572
"Continente","CS ABRAÃO",2018,6,"0214010074",1,572
"Continente","CS ABRAÃO",2018,7,"0214010074",1,572
"Continente","CS ABRAÃO",2018,4,"0214010090",1,572
"Continente","CS ABRAÃO",2018,7,"0214010090",1,572
"Continente","CS BALNEÁRIO",2018,4,"0214010058",1,20
"Continente","CS BALNEÁRIO",2018,5,"0214010058",1,20
"Continente","CS BALNEÁRIO",2018,6,"0214010058",2,20
"Continente","CS BALNEÁRIO",2018,4,"0214010074",1,20
"Continente","CS BALNEÁRIO",2018,5,"0214010074",1,20
"Continente","CS BALNEÁRIO",2018,6,"0214010074",1,20
"Continente","CS BALNEÁRIO",2018,4,"0214010090",1,20
"Continente","CS BALNEÁRIO",2018,5,"0214010090",1,20
"Continente","CS BALNEÁRIO",2018,6,"0214010090",2,20
"Continente","CS BALNEÁRIO",2018,4,"0214010104",1,20
"Continente","CS BALNEÁRIO",2018,5,"0214010104",1,20
"Continente","CS BALNEÁRIO",2018,6,"0214010104",1,20
"Continente","CS BALNEÁRIO",2018,5,"0214010058",1,21
"Continente","CS BALNEÁRIO",2018,6,"0214010058",1,21
"Continente","CS BALNEÁRIO",2018,5,"0214010074",1,21
"Continente","CS BALNEÁRIO",2018,6,"0214010074",1,21
"Continente","CS BALNEÁRIO",2018,5,"0214010090",1,21
"Continente","CS BALNEÁRIO",2018,6,"0214010090",1,21
"Continente","CS BALNEÁRIO",2018,5,"0214010104",1,21
"Continente","CS BALNEÁRIO",2018,6,"0214010104",1,21
"Continente","CS CAPOEIRAS",2018,4,"0214010058",1,60
"Continente","CS CAPOEIRAS",2018,5,"0214010058",2,60
"Continente","CS CAPOEIRAS",2018,4,"0214010074",1,60
"Continente","CS CAPOEIRAS",2018,5,"0214010074",1,60
"Continente","CS CAPOEIRAS",2018,4,"0214010090",1,60
"Continente","CS CAPOEIRAS",2018,5,"0214010090",1,60
"Continente","CS CAPOEIRAS",2018,4,"0214010104",1,60
"Continente","CS CAPOEIRAS",2018,5,"0214010104",1,60
"Continente","CS CAPOEIRAS",2018,4,"0214010058",2,61
"Continente","CS CAPOEIRAS",2018,7,"0214010058",2,61
"Continente","CS CAPOEIRAS",2018,4,"0214010074",2,61
"Continente","CS CAPOEIRAS",2018,6,"0214010074",1,61
"Continente","CS CAPOEIRAS",2018,7,"0214010074",2,61
"Continente","CS CAPOEIRAS",2018,4,"0214010090",2,61
"Continente","CS CAPOEIRAS",2018,7,"0214010090",2,61
"Continente","CS CAPOEIRAS",2018,4,"0214010104",2,61
"Continente","CS CAPOEIRAS",2018,7,"0214010104",2,61
"Continente","CS CAPOEIRAS",2018,6,"0214010058",3,62
"Continente","CS CAPOEIRAS",2018,7,"0214010058",1,62
"Continente","CS CAPOEIRAS",2018,6,"0214010074",3,62
"Continente","CS CAPOEIRAS",2018,7,"0214010074",1,62
